"","StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatLatitude","LocatLongitude","YearEnd","lat_cat","province","code","pred_life","pred_flmean"
"161","Romanov2020","Romanov et al.","2020","Indian","SW Indian ","-15.5","42.76","2014","tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult","95.5"
"162","Romeo2012","Romero et al.","2012","Mediterranean","Mediterranean","38.6","15","2008","temperate","Westerlies - Mediterranean Sea, Black Sea Province","MEDI","juvenile","72.84"
"164","Romeo2012","Romero et al.","2012","Mediterranean","Mediterranean","38.6","15","2008","temperate","Westerlies - Mediterranean Sea, Black Sea Province","MEDI","juvenile","72.84"
"166","Romeo2012","Romero et al.","2012","Mediterranean","Mediterranean","38.6","15","2008","temperate","Westerlies - Mediterranean Sea, Black Sea Province","MEDI","juvenile","72.84"
"168","Salman&Karakulak2009","Alp Salman and F. Saadet Karakulak","2009","Mediterranean","Mediterranean","36.5","31.5","2007","temperate","Westerlies - Mediterranean Sea, Black Sea Province","MEDI","juvenile","73.9"
"169","Salman&Karakulak2009","Alp Salman and F. Saadet Karakulak","2009","Mediterranean","Mediterranean","36.5","31.5","2007","temperate","Westerlies - Mediterranean Sea, Black Sea Province","MEDI","juvenile","73.9"
"171","Salman&Karakulak2009","Alp Salman and F. Saadet Karakulak","2009","Mediterranean","Mediterranean","36.5","31.5","2007","temperate","Westerlies - Mediterranean Sea, Black Sea Province","MEDI","juvenile","73.9"
"172","Watanabe-etal2004","Watanabe etal. ","2004","N Pacific","NW Pacific","40","163","2001","temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile","54.763"
"173","Watanabe-etal2004","Watanabe etal. ","2004","N Pacific","NW Pacific","36","160","2002","temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile","64.006"
"174","Watanabe-etal2004","Watanabe etal. ","2004","N Pacific","NW Pacific","40","163","2001","temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile","54.763"
"175","Watanabe-etal2004","Watanabe etal. ","2004","N Pacific","NW Pacific","36","160","2002","temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile","64.006"
"176","Watanabe-etal2004","Watanabe etal. ","2004","N Pacific","NW Pacific","36","160","2002","temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile","64.006"
"177","Watanabe-etal2004","Watanabe etal. ","2004","N Pacific","NW Pacific","36","160","2002","temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile","64.006"
"178","Watanabe-etal2004","Watanabe etal. ","2004","N Pacific","NW Pacific","36","160","2002","temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile","64.006"
"179","Watanabe-etal2004","Watanabe etal. ","2004","N Pacific","NW Pacific","36","160","2002","temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile","64.006"
"185","Young2010","Young et al.","2010","S Pacific","SW Pacific","-31","160","2006","temperate","Trades - Archipelagic Deep Basins Province","ARCH","adult","90.5"
"186","Young2010","Young et al.","2010","S Pacific","SW Pacific","-31","160","2006","temperate","Trades - Archipelagic Deep Basins Province","ARCH","adult","90.5"
"188","Young2010","Young et al.","2010","S Pacific","SW Pacific","-30","160","2006","temperate","Trades - Archipelagic Deep Basins Province","ARCH","mixed","90.5"
"189","Young2010","Young et al.","2010","S Pacific","SW Pacific","-30","160","2006","temperate","Trades - Archipelagic Deep Basins Province","ARCH","mixed","90.5"
"191","Young2010","Young et al.","2010","S Pacific","SW Pacific","-30","160","2006","temperate","Trades - Archipelagic Deep Basins Province","ARCH","mixed","90.5"
