"","StudyID","rep_ID","YearEnd","OceanBasin","prob.clust.num","clustFO","totalFO","relFO","yearrepID"
"222","Williams2015","Williams2015_63",2010,"S Pacific","1",3.2,19,0.168421052631579,"2010_Williams2015_63"
"223","Williams2015","Williams2015_63",2010,"S Pacific","5",7.6,19,0.4,"2010_Williams2015_63"
"224","Williams2015","Williams2015_63",2010,"S Pacific","6",3.8,19,0.2,"2010_Williams2015_63"
"225","Williams2015","Williams2015_63",2010,"S Pacific",NA,4.4,19,0.231578947368421,"2010_Williams2015_63"
"226","Williams2015","Williams2015_64",2008,"S Pacific","5",13.2,13.2,1,"2008_Williams2015_64"
"227","Williams2015","Williams2015_65",2009,"S Pacific","5",27.9,27.9,1,"2009_Williams2015_65"
"228","Williams2015","Williams2015_66",2010,"S Pacific","1",9.1,9.1,1,"2010_Williams2015_66"
"229","Williams2015","Williams2015_67",2010,"S Pacific","5",4.8,28.7,0.167247386759582,"2010_Williams2015_67"
"230","Williams2015","Williams2015_67",2010,"S Pacific","6",4.8,28.7,0.167247386759582,"2010_Williams2015_67"
"231","Williams2015","Williams2015_67",2010,"S Pacific",NA,19.1,28.7,0.665505226480836,"2010_Williams2015_67"
"232","Young2010","Young2010_68",2006,"S Pacific","5",10,40,0.25,"2006_Young2010_68"
"233","Young2010","Young2010_68",2006,"S Pacific","6",20,40,0.5,"2006_Young2010_68"
"234","Young2010","Young2010_68",2006,"S Pacific","7",10,40,0.25,"2006_Young2010_68"
"235","Young2010","Young2010_69",2006,"S Pacific","3",2.777777778,25.000000002,0.111111111111111,"2006_Young2010_69"
"236","Young2010","Young2010_69",2006,"S Pacific","5",8.333333334,25.000000002,0.333333333333333,"2006_Young2010_69"
"237","Young2010","Young2010_69",2006,"S Pacific","6",11.111111112,25.000000002,0.444444444444444,"2006_Young2010_69"
"238","Young2010","Young2010_69",2006,"S Pacific","7",2.777777778,25.000000002,0.111111111111111,"2006_Young2010_69"
