"","StudyID","rep_ID","YearEnd","OceanBasin","prob.clust.num","clustFO","totalFO","relFO","yearrepID"
"188","Romanov2020","Romanov2020_56",2014,"S Atlantic","7",20.7,219.7,0.0942193900773783,"2014_Romanov2020_56"
"189","Romanov2020","Romanov2020_56",2014,"S Atlantic",NA,1.3,219.7,0.00591715976331361,"2014_Romanov2020_56"
"190","Romanov2020","Romanov2020_57",2015,"Indian","1",8,104.9,0.0762631077216396,"2015_Romanov2020_57"
"191","Romanov2020","Romanov2020_57",2015,"Indian","2",2.1,104.9,0.0200190657769304,"2015_Romanov2020_57"
"192","Romanov2020","Romanov2020_57",2015,"Indian","3",72,104.9,0.686367969494757,"2015_Romanov2020_57"
"193","Romanov2020","Romanov2020_57",2015,"Indian","4",0.7,104.9,0.00667302192564347,"2015_Romanov2020_57"
"194","Romanov2020","Romanov2020_57",2015,"Indian","5",4.7,104.9,0.0448045757864633,"2015_Romanov2020_57"
"195","Romanov2020","Romanov2020_57",2015,"Indian","6",5.4,104.9,0.0514775977121068,"2015_Romanov2020_57"
"196","Romanov2020","Romanov2020_57",2015,"Indian","7",8.7,104.9,0.0829361296472831,"2015_Romanov2020_57"
"197","Romanov2020","Romanov2020_57",2015,"Indian",NA,3.3,104.9,0.0314585319351764,"2015_Romanov2020_57"
"198","Romeo2012","Romeo2012_58",2008,"Mediterranean","2",1,259,0.00386100386100386,"2008_Romeo2012_58"
"199","Romeo2012","Romeo2012_58",2008,"Mediterranean","3",14,259,0.0540540540540541,"2008_Romeo2012_58"
"200","Romeo2012","Romeo2012_58",2008,"Mediterranean","5",64,259,0.247104247104247,"2008_Romeo2012_58"
"201","Romeo2012","Romeo2012_58",2008,"Mediterranean","6",113,259,0.436293436293436,"2008_Romeo2012_58"
"202","Romeo2012","Romeo2012_58",2008,"Mediterranean","7",67,259,0.258687258687259,"2008_Romeo2012_58"
"203","Salman&Karakulak2009","Salman&Karakulak2009_59",2007,"Mediterranean","2",16.36,227.63,0.0718710187585116,"2007_Salman&Karakulak2009_59"
"204","Salman&Karakulak2009","Salman&Karakulak2009_59",2007,"Mediterranean","3",34.42,227.63,0.151210297412468,"2007_Salman&Karakulak2009_59"
"205","Salman&Karakulak2009","Salman&Karakulak2009_59",2007,"Mediterranean","5",91.78,227.63,0.403198172472873,"2007_Salman&Karakulak2009_59"
"206","Salman&Karakulak2009","Salman&Karakulak2009_59",2007,"Mediterranean","6",34.34,227.63,0.150858849887976,"2007_Salman&Karakulak2009_59"
"207","Salman&Karakulak2009","Salman&Karakulak2009_59",2007,"Mediterranean","7",50.73,227.63,0.222861661468172,"2007_Salman&Karakulak2009_59"
"208","Watanabe2004","Watanabe2004_60",2001,"N Pacific","2",16.8,61.3,0.274061990212072,"2001_Watanabe2004_60"
"209","Watanabe2004","Watanabe2004_60",2001,"N Pacific","3",27.8,61.3,0.453507340946166,"2001_Watanabe2004_60"
"210","Watanabe2004","Watanabe2004_60",2001,"N Pacific","5",16.7,61.3,0.272430668841762,"2001_Watanabe2004_60"
"211","Watanabe2004","Watanabe2004_61",2002,"N Pacific","2",18.8,116.8,0.160958904109589,"2002_Watanabe2004_61"
"212","Watanabe2004","Watanabe2004_61",2002,"N Pacific","3",85.4,116.8,0.731164383561644,"2002_Watanabe2004_61"
"213","Watanabe2004","Watanabe2004_61",2002,"N Pacific","5",6.3,116.8,0.0539383561643836,"2002_Watanabe2004_61"
"214","Watanabe2004","Watanabe2004_61",2002,"N Pacific","6",4.2,116.8,0.035958904109589,"2002_Watanabe2004_61"
"215","Watanabe2004","Watanabe2004_61",2002,"N Pacific","7",2.1,116.8,0.0179794520547945,"2002_Watanabe2004_61"
"216","Watanabe2004","Watanabe2004_62",2002,"N Pacific","1",4.5,118.1,0.0381033022861981,"2002_Watanabe2004_62"
"217","Watanabe2004","Watanabe2004_62",2002,"N Pacific","2",30.3,118.1,0.256562235393734,"2002_Watanabe2004_62"
"218","Watanabe2004","Watanabe2004_62",2002,"N Pacific","3",45.5,118.1,0.385266723116003,"2002_Watanabe2004_62"
"219","Watanabe2004","Watanabe2004_62",2002,"N Pacific","5",13.6,118.1,0.115156646909399,"2002_Watanabe2004_62"
"220","Watanabe2004","Watanabe2004_62",2002,"N Pacific","6",7.6,118.1,0.0643522438611346,"2002_Watanabe2004_62"
"221","Watanabe2004","Watanabe2004_62",2002,"N Pacific","7",16.6,118.1,0.140558848433531,"2002_Watanabe2004_62"
