"prey_class","prey_order","prey_family","prey_sp","life_stage","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status"
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","juvenile","mesopelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","fusiform",18.3,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","adult","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",27,0,"0","1","0","0","schooling","4.25","commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","juvenile","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",18.8,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",37,0,"0","1","0","0","schooling","3.79","potential"
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",5,0,"0","1","0","0","shoaling","NA","none"
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",1.7,0,"0","1","0","0","shoaling","NA","none"
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",5,0,"0","1","0","0","shoaling","3.1","none"
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","adult","mesopelagic","continental slope","1","diel_yes","0","refuge_no","NA","season_NA","globiform",2.5,0,"0","1","0","0","shoaling","3.6","none"
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","juvenile","mesopelagic","continental slope","1","diel_yes","0","refuge_no","NA","season_NA","globiform",1.05,0,"0","1","0","0","shoaling","NA","none"
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","adult","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",5,0,"0","1","0","0","shoaling","3.45","none"
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","juvenile","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",2.2,0,"0","1","0","0","shoaling","NA","none"
"Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria diaphana","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","1","season_yes","globiform",0.68,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis coregonoides","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",50,0,"1","0","1","0","schooling","4.07","none"
"Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","adult","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",36.4,0,"0","0","1","1","schooling","4.0999999999999996","none"
"Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","juvenile","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",10,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",0.88,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Bramidae","Taractes asper","adult","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",50,0,"0","0","1","0","NA","4.3","none"
"Actinopterygii","Perciformes","Bramidae","Taractes asper","juvenile","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",17.8,0,"0","0","0","0","NA","NA","none"
"Actinopterygii","Perciformes","Bramidae","Taractes asper","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",0.91,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Bramidae","Brama brama","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",1,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Carangidae","Trachurus japonicus","larva","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","fusiform",1.03,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",13.5,0,"0","0","1","1","schooling","3.4","none"
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","adult","mesopelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","compressiform",5.5,0,"0","0","1","0","solitary","3.44","none"
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","juvenile","mesopelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","compressiform",2.6,0,"0","0","1","0","solitary","NA","none"
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","larva","mesopelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","compressiform",1.13,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Sparidae","Boops boops","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",1.21,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",10.3,0,"0","1","1","0","schooling","2.99","potential"
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",4.75,0,"0","1","1","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.27,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Nomeidae","Psenes pellucidus","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",1.34,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","adult","demersal","reef-associated","1","diel_yes","1","refuge_yes","0","season_no","fusiform",25,1,"0","1","0","0","schooling","2.73","minor commercial"
"Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","juvenile","epipelagic","coastal","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",14,1,"0","0","0","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",30,0,"0","0","1","0","solitary","3.22","none"
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.4,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","elongated",1.45,0,"1","1","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",6.1,0,"0","1","1","1","schooling","3.22","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",3.6,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.45,0,"1","1","1","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",3.7,0,"0","1","1","1","schooling","3.2","none"
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",1.5,0,"1","1","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Scombridae","Scomber japonicus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","fusiform",1.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes helvomaculatus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",1.56,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella aurita","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.6,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",1.6,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",1.675,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",12,0,"0","1","1","1","schooling","3.37","none"
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.7,0,"1","1","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","adult","mesopelagic","continental shelf","1","diel_yes","0","refuge_no","0","season_no","elongated",33,1,"0","0","0","0","solitary","3.51","subsistence fisheries"
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","juvenile","mesopelagic","continental shelf","1","diel_yes","0","refuge_no","0","season_no","elongated",16,1,"0","0","0","0","solitary","NA","none"
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",1.74,1,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","adult","mesopelagic","continental shelf","1","diel_yes","0","refuge_no","NA","season_NA","elongated",130,1,"0","0","1","0","NA","4.33","minor commercial"
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",25.4,0,"0","1","0","0","NA","NA","none"
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",1.75,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",8.1,0,"0","1","1","1","schooling","3.05","none"
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",3.5,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.8,0,"1","1","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",8.1,0,"0","1","1","1","schooling","3.4","none"
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",3.5,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.8,0,"1","1","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius leucopsarus","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",1.8,0,"1","1","1","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.8,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus atlanticus","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","elongated",1.8,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis californiensis","larva","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","elongated",1.95,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","larva","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.95,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",23,0,"0","0","1","0","solitary","4.29","none"
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium regale","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",2,0,"1","1","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Mugilidae","Mugil cephalus","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",100,1,"0","0","1","1","schooling","2.48","highly commercial"
"Actinopterygii","Perciformes","Mugilidae","Mugil cephalus","juvenile","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",35.4,1,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Mugilidae","Mugil cephalus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","fusiform",2,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Stromateidae","Peprilus simillimus","adult","demersal","coastal","NA","diel_UN","1","refuge_yes","NA","season_NA","compressiform",28,1,"0","0","1","1","schooling","4","commercial"
"Actinopterygii","Perciformes","Stromateidae","Peprilus simillimus","juvenile","epipelagic","coastal","NA","diel_UN","1","refuge_yes","NA","season_NA","compressiform",NA,1,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Stromateidae","Peprilus simillimus","larva","epipelagic","coastal","NA","diel_UN","0","refuge_no","1","season_yes","fusiform",2,0,"1","1","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",20,0,"0","1","1","1","schooling","3.4","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",17,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",2.04,0,"1","1","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus cuvieri","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","elongated",2.14,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes miniatus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",2.15,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",2.17,0,"1","1","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","adult","demersal","continental shelf","1","diel_yes","1","refuge_yes","0","season_no","elongated",20,0,"0","0","1","1","schooling","3.08","highly commercial"
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","juvenile","epipelagic","continental shelf","1","diel_yes","1","refuge_yes","0","season_no","elongated",6.5,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","larva","epipelagic","continental shelf","1","diel_yes","1","refuge_yes","0","season_no","elongated",2.3,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","adult","bathypelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",30,0,"0","1","1","1","schooling","3.22","potential"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",10,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",39.5,0,"0","1","1","1","schooling","2.84","highly commercial"
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","juvenile","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",9,0,"0","1","1","1","schooling","NA","highly commercial"
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",2.42,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",50,0,"0","0","1","1","schooling","3.91","minor commercial"
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","juvenile","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","elongated",10,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","elongated",2.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",2.5,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","juvenile","benthic","continental shelf","0","diel_no","1","refuge_yes","1","season_yes","elongated",4.5,1,"0","1","0","0","shoaling","NA","none"
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","larva","epipelagic","coastal","NA","diel_UN","0","refuge_no","1","season_yes","elongated",2.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",2.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","larva","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","elongated",2.6,0,"1","0","0","0","schooling","NA","minor commercial"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes maliger","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",2.6,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus stilbius","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",2.7,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","adult","demersal","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",30.5,0,"0","0","1","1","schooling","3.58","minor commercial"
"Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","juvenile","demersal","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",4.66,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","larva","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","elongated",2.8,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aleutianus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",3,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes brevispinis","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",3,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes diploproa","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",3,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla gurnardus","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","1","season_yes","elongated",3,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus imperialis","larva","epipelagic","coastal","1","diel_yes","1","refuge_yes","1","season_yes","compressiform",3.2,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius productus","larva","epipelagic","continental slope","1","diel_yes","0","refuge_no","1","season_yes","elongated",3.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys pacificus","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",3.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes wilsoni","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",3.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops ringens","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",3.7,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys sordidus","larva","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","compressiform",3.8,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes proriger","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",3.8,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","adult","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","elongated",40,0,"0","0","1","1","schooling","3.71","highly commercial"
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","juvenile","epipelagic","oceanic","0","diel_no","1","refuge_yes","1","season_yes","elongated",22.7,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","larva","epipelagic","oceanic","0","diel_no","1","refuge_yes","1","season_yes","elongated",4,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",24.8,0,"0","0","1","1","schooling","3.1","commercial"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","juvenile","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",9.6,0,"0","0","1","1","schooling","NA","commercial"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",4,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","adult","demersal","continental shelf","0","diel_no","1","refuge_yes","1","season_yes","fusiform",33.2,1,"0","1","1","1","shoaling","3.14","commercial"
"Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","juvenile","demersal","continental shelf","0","diel_no","1","refuge_yes","1","season_yes","fusiform",11.4,1,"0","1","1","1","shoaling","NA","none"
"Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",4,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Scombridae","Scomber scombrus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","fusiform",4.2,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","elongated",96,0,"0","0","1","1","solitary","4.34","none"
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","juvenile","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","elongated",75.9,0,"0","0","1","1","solitary","NA","none"
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","elongated",5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",20,0,"0","0","1","1","schooling","3.12","highly commercial"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","juvenile","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",9.7,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",27,0,"1","0","1","0","schooling","4.5","none"
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",17.3,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",5.04,0,"1","NA","0","0","schooling","NA","none"
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus trachypterus","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",5.6,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",7,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","elongated",3.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys ocellatus","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","NA","season_NA","eel-like",8.2,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",8.2,0,"0","1","1","1","schooling","3.4","none"
"Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",5.8,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1,0,"1","1","1","0","schooling","NA","none"
