"prey_class","prey_order","prey_family","prey_sp","life_stage","l_type","measure","length","l_type_use","b_shape_r","eye_body_r","standard_total","length_tl"
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","adult","TL","l_min",1.75,"TL",10.4618702268278,0.0467019428692065,0.826092344196988,1.75
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","juvenile",NA,"l_min",NA,NA,10.4618702268278,0.0467019428692065,0.826092344196988,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","adult",NA,"l_min",NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","adult","TL","l_min",0.9,"TL",10.5048186765028,0.0424380305937707,0.830603351871416,0.9
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","juvenile",NA,"l_min",NA,NA,10.5048186765028,0.0424380305937707,0.830603351871416,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","adult",NA,"l_min",NA,NA,8.26961922680291,0.0882143516693987,0.804455601057784,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","adult","TL","l_min",12,"TL",7.99294090772674,0.0194400902853572,0.811398022800213,12
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","juvenile",NA,"l_min",NA,NA,7.99294090772674,0.0194400902853572,0.811398022800213,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","adult",NA,"l_min",NA,NA,5.63277432649128,0.0236396225153992,0.816645968239178,NA
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","adult",NA,"l_min",NA,NA,NA,NA,NA,NA
"Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","adult",NA,"l_min",NA,NA,5.05842312885701,0.040512385831237,0.765909652814434,NA
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","adult",NA,"l_min",NA,NA,5.40001686237732,0.0153916311884278,0.841473690276954,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","juvenile","ML","l_min",0.89,"SL",5.92717667262218,0.0455761960841425,0.51704262815379,1.72132809083447
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","juvenile","ML","l_min",1,"SL",5.7325569691604,0.0384063357679049,0.564971320264562,1.77000135074418
"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","juvenile","ML","l_min",1,"SL",8.83928866832423,0.0481612926333679,0.602522957811243,1.65968779618399
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","juvenile","TL","l_min",2.5,"TL",7.92963727743795,0.0851668058762836,0.859175551515747,2.5
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","juvenile","SL","l_min",1.4,"SL",13.1973470810214,0.0307084096156233,0.916094246251108,1.52822704184549
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","juvenile","SL","l_min",1.45,"SL",5.81498036971857,0.0788866667037566,0.771725736829658,1.87890584802416
"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","juvenile","ML","l_min",1.6,"SL",11.6644740226409,0.0586785201725694,0.271312387273858,5.89726114637363
"Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","juvenile","TL","l_min",1.95,"TL",3.54899162799449,0.0656944011878248,0.795002498249248,1.95
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","juvenile","TL","l_min",2,"TL",4.93265216108913,0.0584555161744779,0.863521681715712,2
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys decurrens","juvenile","TL","l_min",2.1,"TL",2.17992144497205,0.0653012604649287,0.746755950455122,2.1
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","juvenile","SL","l_min",2.5,"SL",8.63390629331855,0.0230372481335795,0.913341896122662,2.7372006152494
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","juvenile","ML","l_min",2.5,"SL",4.15852949529725,0.0516419598155347,0.414939715660567,6.02497159381358
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus stilbius","juvenile","SL","l_min",2.7,"SL",6.35846921353883,0.0748245896814489,0.867001809269728,3.11418035248877
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","juvenile","TL","l_min",2.75,"TL",8.33741098344183,0.0331874830787504,1,2.75
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes wilsoni","juvenile","SL","l_min",3.5,"SL",4.25181965637455,0.0949185405562745,0.821857164149424,4.25864755175835
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops ringens","juvenile","SL","l_min",3.7,"SL",10.9266963783864,0.0387212899111857,0.924875956471755,4.00053647638855
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","juvenile","ML","l_min",10,"SL",6.28905342475231,0.0642329269337908,0.73876371594939,13.5361277010592
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus nikparini","juvenile",NA,"l_min",NA,NA,14.4544897925629,0.019153685579617,0.937415037925359,NA
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","adult",NA,"l_min",NA,NA,9.41533838018793,0.0483594005680785,0.834346123854045,NA
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","juvenile",NA,"l_min",NA,NA,9.41533838018793,0.0483594005680785,0.834346123854045,NA
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","larva",NA,"l_min",NA,NA,9.41533838018793,0.0483594005680785,0.834346123854045,NA
"Actinopterygii","Aulopiformes","Paralepididae","Sudis hyalina","larva",NA,"l_min",NA,NA,9.59635272287898,0.0451398212789234,0.880258498623057,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","adult",NA,"l_min",NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","juvenile",NA,"l_min",NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","larva",NA,"l_min",NA,NA,NA,NA,NA,NA
"Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","juvenile",NA,"l_min",NA,NA,5.51114255394411,0,1,NA
"Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","larva",NA,"l_min",NA,NA,5.51114255394411,0,1,NA
"Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","larva",NA,"l_min",NA,NA,4.27898298111615,0.128342694057521,0.794358354390595,NA
"Actinopterygii","Perciformes","Bramidae","Brama orcini","juvenile",NA,"l_min",NA,NA,2.65651997711393,0.0628232329953204,0.692844722207276,NA
"Actinopterygii","Perciformes","Bramidae","Brama orcini","larva",NA,"l_min",NA,NA,2.65651997711393,0.0628232329953204,0.692844722207276,NA
"Actinopterygii","Perciformes","Caproidae","Antigonia capros","larva",NA,"l_min",NA,NA,1.12770537703403,0.0968418878724362,0.754523587756125,NA
"Actinopterygii","Perciformes","Caproidae","Capros aper","larva","TL","l_min",0.202,"TL",2.2884468276774,0.114707019421275,0.761140992517296,0.202
"Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","larva",NA,"l_min",NA,NA,4.21282623849809,0.0392637426586238,0.798607587415024,NA
"Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","juvenile",NA,"l_min",NA,NA,7.12672753263239,0.0396079535991368,0.835047279971112,NA
"Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","larva",NA,"l_min",NA,NA,7.12672753263239,0.0396079535991368,0.835047279971112,NA
"Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","larva","TL","l_min",0.78,"TL",16.0970077138305,0.0279241668153583,0.905049672081243,0.78
"Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","larva","SL","l_min",0.9,"SL",8.06902625820124,0.0470653940063948,0.860026405521185,1.04647949670172
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus mizolepis bispinosus","larva","TL","l_min",0.18,"TL",NA,NA,NA,0.18
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","juvenile",NA,"l_min",NA,NA,1.97490772453378,0.0879693791807599,0.759731568098875,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","larva",NA,"l_min",NA,NA,1.97490772453378,0.0879693791807599,0.759731568098875,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus imperatorius","larva",NA,"l_min",NA,NA,1.62246179039301,0.123359182689342,0.832674483153061,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","juvenile",NA,"l_min",NA,NA,1.59760858773949,0.130209556653056,0.768116527209641,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","larva",NA,"l_min",NA,NA,1.59760858773949,0.130209556653056,0.768116527209641,NA
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","juvenile",NA,"l_min",NA,NA,8.47931829038694,0.0198837793099334,0.915505536804047,NA
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","larva",NA,"l_min",NA,NA,8.47931829038694,0.0198837793099334,0.915505536804047,NA
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","juvenile",NA,"l_min",NA,NA,11.7264117647059,0.0231319612003739,0.782583977513473,NA
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","larva",NA,"l_min",NA,NA,11.7264117647059,0.0231319612003739,0.782583977513473,NA
"Actinopterygii","Sygnathiformes","Centriscidae","Macroramphosus scolopax","larva","TL","l_min",0.3,"TL",4.17374262668894,0.0748579500793388,0.864082841873616,0.3
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","juvenile",NA,"l_min",NA,NA,43.6346062047949,0.011636577001968,1,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","larva",NA,"l_min",NA,NA,43.6346062047949,0.011636577001968,1,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus californiensis","juvenile",NA,"l_min",NA,NA,34.5803593403889,0.00678291814946619,1,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus californiensis","larva",NA,"l_min",NA,NA,34.5803593403889,0.00678291814946619,1,NA
"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","larva","TL","l_min",0.01,"TL",4.00770390564239,0.0953678953034641,0.494758846292766,0.01
"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","juvenile",NA,"l_min",NA,NA,3.27946932088237,0.0528972083864895,0.210050159824181,NA
"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","larva","ML","l_min",0.52,"SL",3.27946932088237,0.0528972083864895,0.210050159824181,2.47559916372002
"Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","larva","ML","l_min",0.3,"SL",2.41709492497973,0.0766530196669182,0.61086806725147,0.491104407126428
"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","juvenile",NA,"l_min",NA,NA,1.98082364587567,0.102038974294297,0.633069158263217,NA
"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","larva",NA,"l_min",NA,NA,1.98082364587567,0.102038974294297,0.633069158263217,NA
"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","larva",NA,"l_min",NA,NA,2.77803979041028,0.0687717239198642,0.500065631996491,NA
"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","larva",NA,"l_min",NA,NA,1.74109797924799,0.100304885680282,0.444491217911405,NA
"Cephalopoda","Octopoda","Octopodidae","Octopus bimaculatus","larva",NA,"l_min",NA,NA,4.44408165922352,0.0544349539609095,0.269818757528046,NA
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","juvenile",NA,"l_min",NA,NA,1.39463756201212,0.0853750685578265,0.792700772696385,NA
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","larva",NA,"l_min",NA,NA,1.39463756201212,0.0853750685578265,0.792700772696385,NA
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus violaceus","larva",NA,"l_min",NA,NA,6.49987429003084,0.0462089931268043,0.209050599127472,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","juvenile",NA,"l_min",NA,NA,5.34538495821609,0.0697949529570643,0.456921391606816,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","larva",NA,"l_min",NA,NA,5.34538495821609,0.0697949529570643,0.456921391606816,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","juvenile",NA,"l_min",NA,NA,7.64098372224313,0.0310420569307045,0.596464034651598,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","larva",NA,"l_min",NA,NA,7.64098372224313,0.0310420569307045,0.596464034651598,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","juvenile",NA,"l_min",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","larva",NA,"l_min",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","juvenile",NA,"l_min",NA,NA,3.95210978472899,0.105027091930819,0.604021279577028,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","larva",NA,"l_min",NA,NA,3.95210978472899,0.105027091930819,0.604021279577028,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","larva",NA,"l_min",NA,NA,4.80014632437565,0.067840870541936,0.290534920223717,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","larva",NA,"l_min",NA,NA,6.0745063541683,0.06554227211486,0.330543034986048,NA
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","larva",NA,"l_min",NA,NA,4.85315049928055,0.071223511973167,0.490600552110153,NA
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","juvenile",NA,"l_min",NA,NA,8.08153378039053,0.0694964323312668,0.607161656334074,NA
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","larva",NA,"l_min",NA,NA,8.08153378039053,0.0694964323312668,0.607161656334074,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","adult",NA,"l_min",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","juvenile",NA,"l_min",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","larva",NA,"l_min",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","juvenile",NA,"l_min",NA,NA,4.32859419033216,0.0725712424899676,0.459915021510759,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","larva",NA,"l_min",NA,NA,4.32859419033216,0.0725712424899676,0.459915021510759,NA
"Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","juvenile",NA,"l_min",NA,NA,4.32431861565924,0.0367497032079742,0.328540792686309,NA
"Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","larva",NA,"l_min",NA,NA,4.32431861565924,0.0367497032079742,0.328540792686309,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","larva",NA,"l_min",NA,NA,6.15359852076575,0.035734058029199,0.579006402567827,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","larva",NA,"l_min",NA,NA,5.63507959542583,0.0438650302036472,0.483715895781049,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","juvenile",NA,"l_min",NA,NA,4.89567531831975,0.04321980221303,0.788906647624305,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","larva",NA,"l_min",NA,NA,4.89567531831975,0.04321980221303,0.788906647624305,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","larva",NA,"l_min",NA,NA,4.93426901451436,0.134293187001573,0.531265219678776,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","juvenile",NA,"l_min",NA,NA,4.9698656964139,0.0988345556016666,0.432954020577877,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","larva","ML","l_min",0.2,"SL",4.9698656964139,0.0988345556016666,0.432954020577877,0.461942817237391
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","larva",NA,"l_min",NA,NA,2.43487574284062,0.144468771718196,0.593690297946619,NA
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","larva",NA,"l_min",NA,NA,4.26313267099172,0.0814226216878224,0.453946114118484,NA
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","juvenile",NA,"l_min",NA,NA,5.77047205247166,0.0282400040246912,0.880318216897512,NA
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","larva",NA,"l_min",NA,NA,5.77047205247166,0.0282400040246912,0.880318216897512,NA
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","juvenile",NA,"l_min",NA,NA,5.40001686237732,0.0153916311884278,0.841473690276954,NA
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","larva",NA,"l_min",NA,NA,5.40001686237732,0.0153916311884278,0.841473690276954,NA
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","juvenile",NA,"l_min",NA,NA,7.52257060327305,0.0328718905848096,0.79198758295141,NA
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","larva",NA,"l_min",NA,NA,7.52257060327305,0.0328718905848096,0.79198758295141,NA
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","larva",NA,"l_min",NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","juvenile",NA,"l_min",NA,NA,8.8580992758633,0.0309819418689772,0.820557585951111,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","larva",NA,"l_min",NA,NA,8.8580992758633,0.0309819418689772,0.820557585951111,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","larva",NA,"l_min",NA,NA,8.23421273219414,0.0250970751388895,0.832763026335911,NA
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","adult",NA,"l_min",NA,NA,8.60495067970822,0.0279356180334047,0.690944163683456,NA
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","juvenile",NA,"l_min",NA,NA,8.60495067970822,0.0279356180334047,0.690944163683456,NA
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","larva",NA,"l_min",NA,NA,8.60495067970822,0.0279356180334047,0.690944163683456,NA
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","juvenile",NA,"l_min",NA,NA,10.5898904840173,0.0600867421253654,0.839843473229237,NA
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","larva",NA,"l_min",NA,NA,10.5898904840173,0.0600867421253654,0.839843473229237,NA
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","larva",NA,"l_min",NA,NA,10.4618702268278,0.0467019428692065,0.826092344196988,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","juvenile",NA,"l_min",NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","larva",NA,"l_min",NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","larva",NA,"l_min",NA,NA,10.5048186765028,0.0424380305937707,0.830603351871416,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","juvenile",NA,"l_min",NA,NA,8.26961922680291,0.0882143516693987,0.804455601057784,NA
