"","prey_class","prey_order","prey_family","prey_sp","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status"
"1","Hydrozoa","Siphonophorae","Diphyidae","Chelophyes appendiculata","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",0.2,1,"1","0","0","0","schooling","NA","none"
"2","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",27,1,"0","0","0","0","schooling","NA","none"
"3","Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.7,1,"0","0","0","0","schooling","3.32","none"
"4","Malacostraca","Decapoda","Polybiidae","Polybius henslowii","epipelagic","continental shelf","NA","diel_UN","1","refuge_yes","0","season_no","depressiform",4.4,1,"0","1","0","0","shoaling","3.46","none"
"5","Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",110,1,"0","1","1","1","schooling","4.43","highly commercial"
"6","Actinopterygii","Perciformes","Scombridae","Scomber scombrus","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",60,1,"0","1","1","1","schooling","3.63","highly commercial"
"7","Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",37,0,"0","1","0","0","schooling","4.5","commercial"
"8","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",8,0,"1","1","0","0","NA","NA","none"
"9","Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",31,0,"0","1","0","0","schooling","3.67","potential"
"10","Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",9,0,"0","1","0","0","schooling","3.8","none"
"11","Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","benthic","reef-associated","0","diel_no","1","refuge_yes","1","season_yes","fusiform",25,0,"0","1","0","0","solitary","3.74","commercial"
"12","Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",20,0,"0","0","0","0","schooling","4.1399999999999997","none"
"13","Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","demersal","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",230,0,"0","0","0","0","shoaling","4.13","none"
"14","Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",15,0,"0","1","0","0","schooling","NA","potential"
"15","Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",14.5,0,"0","1","0","0","solitary","NA","none"
"16","Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","0","season_no","fusiform",33,0,"0","0","0","0","schooling","NA","potential"
"17","Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","mesopelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","fusiform",24,0,"0","0","0","0","solitary","NA","none"
"18","Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",22.7,0,"0","1","0","0","schooling","4.0999999999999996","none"
"19","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",45,0,"0","1","0","0","schooling","4.37","highly commercial"
"20","Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",61,0,"1","1","0","0","NA","NA","none"
"21","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",19,0,"0","1","0","0","schooling","4.1100000000000003","none"
"22","Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",19,0,"0","1","0","0","schooling","3.74","commercial"
"23","Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",4,0,"0","1","0","0","shoaling","3.36","none"
"24","Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","epipelagic","continental slope","1","diel_yes","0","refuge_no","1","season_yes","fusiform",33,0,"0","0","0","0","schooling","3.82","highly commercial"
"25","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","demersal","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",50,0,"0","1","0","0","schooling","4.28","highly commercial"
"26","Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",30,0,"0","1","0","0","schooling","NA","potential"
"27","Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",9,0,"0","1","0","0","solitary","NA","potential"
"28","Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",32,0,"0","1","0","0","schooling","3.94","highly commercial"
"29","Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",41,0,"0","1","0","0","NA","NA","none"
"30","Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","demersal","continental shelf","NA","diel_UN","0","refuge_no","1","season_yes","fusiform",21,0,"0","1","0","0","schooling","4.5","commercial"
"31","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",75,0,"0","1","0","0","schooling","4.1900000000000004","commercial"
"32","Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","bathypelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",17,0,"1","0","0","0","NA","3.2","none"
"33","Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",15,0,"1","0","0","0","NA","3.57","none"
"34","Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",14,0,"0","1","0","0","solitary","3.73","minor commercial"
"35","Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",40,0,"1","1","0","0","NA","NA","none"
"36","Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",270,0,"1","1","0","0","NA","NA","none"
"37","Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",10,0,"1","1","0","0","NA","4.03","none"
"38","Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","mesopelagic","continental slope","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",40,0,"0","0","0","0","solitary","3.85","none"
"39","Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",8,0,"1","1","0","0","solitary","NA","none"
"40","Cephalopoda","Octopoda","Argonautidae","Argonauta argo","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","compressiform",15,1,"0","1","0","0","schooling","4.5","commercial"
"41","Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","compressiform",13.79,1,"0","1","0","0","schooling","NA","none"
"42","Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","benthic","continental slope","1","diel_yes","1","refuge_yes","0","season_no","fusiform",8,0,"1","1","0","0","solitary","NA","none"
"43","Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"1","1","0","0","NA","NA","none"
"44","Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",25,0,"1","1","0","0","NA","4.5","none"
"45","Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",3.6,0,"1","1","0","0","NA","NA","none"
"46","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",4.3,0,"1","1","0","0","NA","NA","none"
"47","Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",31.5,0,"0","1","0","0","solitary","NA","none"
"48","Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",16,0,"0","0","0","0","solitary","NA","none"
"49","Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",15,0,"1","1","0","0","solitary","NA","potential"
"50","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",33,0,"0","1","0","0","schooling","4.16","potential"
"51","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",13.2,0,"0","1","0","0","schooling","NA","none"
"52","Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","0","season_no","fusiform",19,0,"0","0","0","0","schooling","NA","none"
"53","Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",7.2,0,"0","0","0","0","NA","NA","none"
"54","Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",20,0,"1","0","0","0","NA","NA","none"
"55","Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",65,0,"0","1","0","0","schooling","4.5599999999999996","commercial"
"56","Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",27,0,"0","1","0","0","schooling","4.25","commercial"
"57","Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",37,0,"0","1","0","0","schooling","3.79","potential"
"58","Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",5,0,"0","1","0","0","shoaling","NA","none"
"59","Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",5,0,"0","1","0","0","shoaling","3.1","none"
"60","Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","mesopelagic","continental slope","1","diel_yes","0","refuge_no","NA","season_NA","globiform",2.5,0,"0","1","0","0","shoaling","3.6","none"
"61","Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",5,0,"0","1","0","0","shoaling","3.45","none"
"62","Actinopterygii","Aulopiformes","Paralepididae","Paralepis coregonoides","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",50,0,"1","0","1","0","schooling","4.07","none"
"63","Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",36.4,0,"0","0","1","1","schooling","4.0999999999999996","none"
"64","Actinopterygii","Perciformes","Bramidae","Taractes asper","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","compressiform",50,0,"0","0","1","0","NA","4.3","none"
"65","Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",13.5,0,"0","0","1","1","schooling","3.4","none"
"66","Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","mesopelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","compressiform",5.5,0,"0","0","1","0","solitary","3.44","none"
"67","Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",10.3,0,"0","1","1","0","schooling","2.99","potential"
"68","Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","demersal","reef-associated","1","diel_yes","1","refuge_yes","0","season_no","fusiform",25,1,"0","1","0","0","schooling","2.73","minor commercial"
"69","Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",30,0,"0","0","1","0","solitary","3.22","none"
"70","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",6.1,0,"0","1","1","1","schooling","3.22","none"
"71","Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",3.7,0,"0","1","1","1","schooling","3.2","none"
"72","Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",12,0,"0","1","1","1","schooling","3.37","none"
"73","Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","mesopelagic","continental shelf","1","diel_yes","0","refuge_no","0","season_no","elongated",33,1,"0","0","0","0","solitary","3.51","subsistence fisheries"
"74","Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","mesopelagic","continental shelf","1","diel_yes","0","refuge_no","NA","season_NA","elongated",130,1,"0","0","1","0","NA","4.33","minor commercial"
"75","Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",8.1,0,"0","1","1","1","schooling","3.05","none"
"76","Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",8.1,0,"0","1","1","1","schooling","3.4","none"
"77","Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",23,0,"0","0","1","0","solitary","4.29","none"
"78","Actinopterygii","Perciformes","Mugilidae","Mugil cephalus","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",100,1,"0","0","1","1","schooling","2.48","highly commercial"
"79","Actinopterygii","Perciformes","Stromateidae","Peprilus simillimus","demersal","coastal","NA","diel_UN","1","refuge_yes","NA","season_NA","compressiform",28,1,"0","0","1","1","schooling","4","commercial"
"80","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",20,0,"0","1","1","1","schooling","3.4","none"
"81","Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","demersal","continental shelf","1","diel_yes","1","refuge_yes","0","season_no","elongated",20,0,"0","0","1","1","schooling","3.08","highly commercial"
"82","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","bathypelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",30,0,"0","1","1","1","schooling","3.22","potential"
"83","Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",39.5,0,"0","1","1","1","schooling","2.84","highly commercial"
"84","Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",50,0,"0","0","1","1","schooling","3.91","minor commercial"
"85","Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","demersal","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",30.5,0,"0","0","1","1","schooling","3.58","minor commercial"
"86","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","elongated",40,0,"0","0","1","1","schooling","3.71","highly commercial"
"87","Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",24.8,0,"0","0","1","1","schooling","3.1","commercial"
"88","Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","demersal","continental shelf","0","diel_no","1","refuge_yes","1","season_yes","fusiform",33.2,1,"0","1","1","1","shoaling","3.14","commercial"
"89","Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","elongated",96,0,"0","0","1","1","solitary","4.34","none"
"90","Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",20,0,"0","0","1","1","schooling","3.12","highly commercial"
"91","Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",27,0,"1","0","1","0","schooling","4.5","none"
"92","Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",8.2,0,"0","1","1","1","schooling","3.4","none"
"93","Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",56,0,"1","0","1","0","schooling","3.65","none"
"94","Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",8.8,0,"0","1","1","1","schooling","3.78","none"
"95","Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",9.89,0,"0","1","1","1","schooling","3","none"
"96","Actinopterygii","Myctophiformes","Myctophidae","Myctophum punctatum","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",11,0,"0","1","1","1","schooling","3.3900001049999999","none"
"97","Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus kroyeri","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",14.3,0,"0","1","1","1","schooling","3.17","none"
"98","Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","bathypelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","eel-like",10,0,"1","0","0","0","solitary","3.4","none"
"99","Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","NA","season_NA","fusiform",150,1,"0","0","0","1","schooling","3.92","potential"
"100","Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","bathypelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",25,1,"0","0","0","0","solitary","4.2","none"
"101","Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",100,1,"0","0","1","1","solitary","4.3499999999999996","minor commercial"
"102","Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",25,1,"0","0","1","0","solitary","4.2","subsistence fisheries"
"103","Actinopterygii","Perciformes","Sparidae","Spondyliosoma cantharus","demersal","coastal","0","diel_no","1","refuge_yes","1","season_yes","fusiform",60,1,"0","1","1","0","schooling","3.34","commercial"
"104","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus imperatorius","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","compressiform",6.8,0,"0","0","1","0","schooling","3.1","none"
"105","Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","compressiform",4.5,0,"0","0","1","0","solitary","3.3","none"
"106","Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","elongated",39.6,0,"0","1","0","0","solitary","4.03","none"
"107","Gastropoda","Caenogastropoda","Epitoniodea","Janthina exigua","epipelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","globiform",1.53,1,"0","0","0","0","solitary","NA","none"
"108","Gastropoda","Littorinimorpha","Atlantidae","Atlanta peronii","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","compressiform",1.1,1,"1","0","0","0","solitary","3.4","none"
