"prey_class","prey_order","prey_family","prey_sp","measure","l_adult","l_juve","l_larva","larva_adult","juve_adult","larva_adult_u","juve_adult_u","larva_adult_use","juve_adult_use"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes proriger","l_max",61,30,4.67083394137726,7.65710482192993,49.1803278688525,6.46150048167911,50.8573932072977,7.65710482192993,49.1803278688525
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes wilsoni","l_max",23,NA,4.25864755175835,18.5158589206885,NA,6.46150048167911,50.8573932072977,18.5158589206885,50.8573932072977
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","l_max",45,25,2.04513449788201,4.54474332862669,55.5555555555556,6.46150048167911,50.8573932072977,4.54474332862669,55.5555555555556
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla gurnardus","l_max",60,18.8,3.65063028854464,6.08438381424107,31.3333333333333,6.08438381424107,31.3333333333333,6.08438381424107,31.3333333333333
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes lugubris","l_max",16,4,1.52,9.5,25,9.5,35.9090909090909,9.5,25
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus bispinosus","l_max",11,5.15,NA,NA,46.8181818181818,9.5,35.9090909090909,9.5,46.8181818181818
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus mizolepis bispinosus","l_max",NA,NA,NA,NA,NA,9.5,35.9090909090909,9.5,35.9090909090909
"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","l_max",8,4.5,1.45,18.125,56.25,18.125,56.25,18.125,56.25
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus","l_max",9.86711726325134,2.49649954853347,NA,NA,25.3012048192771,24.7947748227462,42.8309830230011,24.7947748227462,25.3012048192771
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","l_max",11,NA,NA,NA,NA,24.7947748227462,42.8309830230011,24.7947748227462,42.8309830230011
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus imperatorius","l_max",8.16645656565657,5.10403535353535,NA,NA,62.4999999999999,24.7947748227462,42.8309830230011,24.7947748227462,62.4999999999999
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","l_max",8,2.9,2.32352760800302,29.0440951000377,36.25,24.7947748227462,42.8309830230011,29.0440951000377,36.25
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","l_max",7.46188117014716,3.52743473497866,1.53307740404842,20.5454545454546,47.2727272727273,24.7947748227462,42.8309830230011,20.5454545454546,47.2727272727273
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","l_max",5.85848610281474,NA,NA,NA,NA,24.7947748227462,42.8309830230011,24.7947748227462,42.8309830230011
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","l_max",16,NA,2.7372006152494,17.1075038453087,NA,17.1075038453087,45.5147864184009,17.1075038453087,45.5147864184009
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","l_max",24.1,NA,NA,NA,NA,17.1075038453087,45.5147864184009,17.1075038453087,45.5147864184009
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","l_max",50.6015982154685,NA,NA,NA,NA,17.1075038453087,45.5147864184009,17.1075038453087,45.5147864184009
"Actinopterygii","Sygnathiformes","Centriscidae","Macroramphosus scolopax","l_max",20,6.5,NA,NA,32.5,9.15408758669817,32.5,9.15408758669817,32.5
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","l_max",60,NA,NA,NA,NA,9.15408758669817,42.1173584659917,9.15408758669817,42.1173584659917
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus californiensis","l_max",50,NA,NA,NA,NA,9.15408758669817,42.1173584659917,9.15408758669817,42.1173584659917
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","l_max",60,NA,NA,NA,NA,1.58621304194619,19.9694884660958,1.58621304194619,19.9694884660958
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","l_max",50,9.98474423304788,NA,NA,19.9694884660958,1.58621304194619,19.9694884660958,1.58621304194619,19.9694884660958
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","l_max",337,NA,6.91322203083942,2.05140119609478,NA,1.37931956291929,30,2.05140119609478,30
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","l_max",100,30,0.707237929743801,0.707237929743801,30,1.37931956291929,30,0.707237929743801,30
"Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria diaphana","l_max",34,10.2,0.68,2,30,2,30,2,30
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","l_max",45,NA,NA,NA,NA,2,30,2,30
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","l_max",61,NA,NA,NA,NA,1.58621304194619,26.6564961553653,1.58621304194619,26.6564961553653
"Branchiopoda","Onychopoda","Podonidae","Pseudevadne tergestina","l_max",0.1,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","l_max",20.2118670033495,12.1271202020097,NA,NA,60,7.99055640964786,60,7.99055640964786,60
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","l_max",28.9632962758189,10.7577957595899,4.13761375368842,14.2857142857143,37.1428571428572,11.0902255639098,36.9924812030076,14.2857142857143,37.1428571428572
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","l_max",29.1308192945635,10.7324071085234,2.29980152325502,7.89473684210529,36.8421052631579,11.0902255639098,36.9924812030076,7.89473684210529,36.8421052631579
"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","l_max",190.43070490154,NA,NA,NA,NA,9.02460995505148,31.7196364549059,9.02460995505148,31.7196364549059
"Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","l_max",16,5.5,NA,NA,34.375,9.02460995505148,34.375,9.02460995505148,34.375
"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","l_max",12.6368500116914,NA,NA,NA,NA,9.02460995505148,34.375,9.02460995505148,34.375
"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","l_max",29.9960625970498,6.39916002070396,NA,NA,21.3333333333333,9.02460995505148,16.4137931034483,9.02460995505148,21.3333333333333
"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","l_max",31.0242350001808,NA,NA,NA,NA,9.02460995505148,16.4137931034483,9.02460995505148,16.4137931034483
"Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","l_max",17.4,2,NA,NA,11.4942528735632,9.02460995505148,16.4137931034483,9.02460995505148,11.4942528735632
"Cephalopoda","Octopoda","Eledonidae","Eledone cirrhosa","l_max",55,11.1,3.34977682174817,6.0905033122694,20.1818181818182,6.0905033122694,20.1818181818182,6.0905033122694,20.1818181818182
"Cephalopoda","Octopoda","Octopodidae","Octopus bimaculatus","l_max",61,18,NA,NA,29.5081967213115,10.0026455026455,46.1230809263596,10.0026455026455,29.5081967213115
"Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","l_max",116.465789698133,32.6104211154772,3.49397369094398,2.99999999999999,28,10.0026455026455,46.1230809263596,2.99999999999999,28
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","l_max",50.313264296594,35.9380459261386,2.40784907705129,4.7857142857143,71.4285714285715,10.0026455026455,46.1230809263596,4.7857142857143,71.4285714285715
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","l_max",40.4510882670787,22.4728268150437,8.98913072601749,22.2222222222222,55.5555555555555,10.0026455026455,46.1230809263596,22.2222222222222,55.5555555555555
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","l_max",10.0920804867994,NA,NA,NA,NA,9.02460995505148,31.7196364549059,9.02460995505148,31.7196364549059
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","l_max",187.15164333918,NA,NA,NA,NA,9.02460995505148,13.6,9.02460995505148,13.6
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus violaceus","l_max",100,13.6,NA,NA,13.6,9.02460995505148,13.6,9.02460995505148,13.6
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","l_max",98.7486856111935,24.5667461764433,6.0212613177557,6.09756097560976,24.8780487804878,6.09756097560976,24.8780487804878,6.09756097560976,24.8780487804878
"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","l_max",26.3410721611391,10.226533897854,4.88084572397577,18.5294117647059,38.8235294117647,18.5294117647059,38.8235294117647,18.5294117647059,38.8235294117647
"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","l_max",130,NA,5.89726114637363,4.53635472797972,NA,4.26817736398986,46.6657905243553,4.53635472797972,46.6657905243553
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","l_max",56.0818912394107,NA,2.24327564957643,4,NA,4.26817736398986,46.6657905243553,4,46.6657905243553
"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","l_max",20.8192192744261,18.0433233711693,5.27420221618795,25.3333333333334,86.6666666666667,13.1045461445052,65.8859289617486,25.3333333333334,86.6666666666667
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","l_max",75.5721945597442,43.3610952391975,1.61055496602734,2.13114754098361,57.3770491803279,13.1045461445052,65.8859289617486,2.13114754098361,57.3770491803279
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","l_max",365.4754479286,NA,13.5361277010592,3.70370370370369,NA,13.1045461445052,65.8859289617486,3.70370370370369,65.8859289617486
"Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","l_max",NA,NA,NA,NA,NA,13.1045461445052,65.8859289617486,13.1045461445052,65.8859289617486
"Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","l_max",30.1787266131384,22.3322576937224,NA,NA,73.9999999999999,13.1045461445052,65.8859289617486,13.1045461445052,73.9999999999999
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","l_max",62.5787956123373,28.4733520036135,13.2979940676217,21.25,45.5,13.1045461445052,65.8859289617486,21.25,45.5
"Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","l_max",6.83428234797389,5.50539411364563,NA,NA,80.5555555555555,21.8839285714285,59.0277777777778,21.8839285714285,80.5555555555555
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","l_max",9.41080912162715,NA,NA,NA,NA,21.8839285714285,59.0277777777778,21.8839285714285,59.0277777777778
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","l_max",17.4557079803295,6.54589049262357,1.15644065369683,6.625,37.5,21.8839285714285,59.0277777777778,6.625,37.5
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","l_max",12.0727221190135,NA,NA,NA,NA,21.8839285714285,59.0277777777778,21.8839285714285,59.0277777777778
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","l_max",10.0189824057196,NA,3.72133632212441,37.142857142857,NA,21.8839285714285,59.0277777777778,37.142857142857,59.0277777777778
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","l_max",24.715869386552,16.4772462577013,1.41704317816231,5.73333333333331,66.6666666666665,4.76705851619644,66.6666666666665,5.73333333333331,66.6666666666665
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","l_max",58.4100445745581,NA,1.77000135074418,3.03030303030302,NA,4.76705851619644,66.6666666666665,3.03030303030302,66.6666666666665
"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","l_max",39.8325071084157,NA,1.65968779618399,4.16666666666667,NA,4.76705851619644,66.6666666666665,4.16666666666667,66.6666666666665
"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","l_max",52.8112311388557,NA,NA,NA,NA,4.76705851619644,66.6666666666665,4.76705851619644,66.6666666666665
"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","l_max",28.044109345056,NA,1.72132809083447,6.13793103448275,NA,4.76705851619644,66.6666666666665,6.13793103448275,66.6666666666665
"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","l_max",NA,NA,NA,NA,NA,4.76705851619644,66.6666666666665,4.76705851619644,66.6666666666665
"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","l_max",24.8335621726835,NA,NA,NA,NA,4.76705851619644,66.6666666666665,4.76705851619644,66.6666666666665
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","l_max",113.583592549183,24.0934893286146,NA,NA,21.2121212121212,6.8421052631579,36.5530303030304,6.8421052631579,21.2121212121212
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","l_max",39.9342857142857,16.6392857142857,NA,NA,41.6666666666666,6.8421052631579,36.5530303030304,6.8421052631579,41.6666666666666
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","l_max",38.5419251560216,21.9756590801878,NA,NA,57.0175438596493,6.8421052631579,36.5530303030304,6.8421052631579,57.0175438596493
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","l_max",53.9912621016317,14.2082268688505,3.69413898590112,6.8421052631579,26.3157894736843,6.8421052631579,36.5530303030304,6.8421052631579,26.3157894736843
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","l_max",33.5,NA,NA,NA,NA,6.8421052631579,36.5530303030304,6.8421052631579,36.5530303030304
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","l_max",86.9180616333414,NA,NA,NA,NA,6.8421052631579,36.5530303030304,6.8421052631579,36.5530303030304
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","l_max",38.7280444717763,18.3448631708414,NA,NA,47.3684210526316,7.21716900528456,47.3684210526316,7.21716900528456,47.3684210526316
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","l_max",11.8584563515954,NA,NA,NA,NA,7.21716900528456,46.6657905243553,7.21716900528456,46.6657905243553
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","l_max",NA,NA,NA,NA,NA,7.21716900528456,46.6657905243553,7.21716900528456,46.6657905243553
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","l_max",NA,NA,NA,NA,NA,7.21716900528456,46.6657905243553,7.21716900528456,46.6657905243553
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","l_max",43.4862943469484,NA,NA,NA,NA,7.21716900528456,46.6657905243553,7.21716900528456,46.6657905243553
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","l_max",324.210290276717,NA,NA,NA,NA,7.21716900528456,46.6657905243553,7.21716900528456,46.6657905243553
"Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","l_max",96,NA,NA,NA,NA,7.21716900528456,46.6657905243553,7.21716900528456,46.6657905243553
"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","l_max",400,29.7,1.02912732775546,0.257281831938865,7.425,3.48893481394649,42.6926652457553,0.257281831938865,7.425
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","l_max",36.7587919884038,15.3836354136492,2.0079692539921,5.46255506607929,41.8502202643173,3.48893481394649,42.6926652457553,5.46255506607929,41.8502202643173
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","l_max",13.8829059855913,7.09570750374665,1.00265432118159,7.22222222222219,51.111111111111,3.48893481394649,42.6926652457553,7.22222222222219,51.111111111111
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","l_max",57.8452103294623,24.8909692932838,1.01667339366934,1.75757575757576,43.0303030303031,3.48893481394649,42.6926652457553,1.75757575757576,43.0303030303031
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","l_max",57.0039842758756,36.874452328457,3.56274901724223,6.25000000000001,64.6874999999999,3.48893481394649,42.6926652457553,6.25000000000001,64.6874999999999
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","l_max",59.110808992145,32.8393383289695,1.64196691644847,2.77777777777777,55.5555555555556,3.48893481394649,42.6926652457553,2.77777777777777,55.5555555555556
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","l_max",24.8220643782656,10.9217083264369,0.992882575130624,4,44.0000000000001,3.48893481394649,42.6926652457553,4,44.0000000000001
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","l_max",38.4980561752377,16.1443461380029,0.670611301117044,1.74193548387097,41.9354838709677,3.48893481394649,42.6926652457553,1.74193548387097,41.9354838709677
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","l_max",112.261280206458,31.6058681196643,NA,NA,28.1538461538461,3.48893481394649,42.6926652457553,3.48893481394649,28.1538461538461
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","l_max",78.2727683733864,26.6127412469514,1.11147331090209,1.42,34,3.48893481394649,42.6926652457553,1.42,34
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","l_max",157.971713163682,48.8659166052989,6.31886852654727,3.99999999999999,30.9333333333333,3.48893481394649,42.6926652457553,3.99999999999999,30.9333333333333
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","l_max",55.8178886315148,38.8657891212029,NA,NA,69.6296296296296,3.48893481394649,42.6926652457553,3.48893481394649,69.6296296296296
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","l_max",53.5670629555666,35.7113753037111,2.85691002429689,5.33333333333334,66.6666666666667,2.2162814988902,47.6527614571092,5.33333333333334,66.6666666666667
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","l_max",46.9003526734385,NA,NA,NA,NA,2.2162814988902,47.6527614571092,2.2162814988902,47.6527614571092
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","l_max",55.5945100947813,37.5638581721495,0.525894014410094,0.945945945945947,67.5675675675675,2.2162814988902,47.6527614571092,0.945945945945947,67.5675675675675
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","l_max",55.3988273924303,NA,NA,NA,NA,2.2162814988902,47.6527614571092,2.2162814988902,47.6527614571092
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","l_max",401.086441281139,12.2069786476868,1.48227597864769,0.369565217391305,3.04347826086956,2.2162814988902,47.6527614571092,0.369565217391305,3.04347826086956
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","l_max",32.0216588661211,17.0782180619312,NA,NA,53.3333333333332,2.2162814988902,47.6527614571092,2.2162814988902,53.3333333333332
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","l_max",6.24609969644303,2.34228738616614,0.780762462055378,12.5,37.5000000000001,12.5,35.75,12.5,37.5000000000001
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","l_max",9.41149507777527,3.19990832644359,NA,NA,34,12.5,35.75,12.5,34
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","l_max",11.5485704309348,NA,NA,NA,NA,12.5,35.75,12.5,35.75
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","l_max",165.016659790511,99.0099958743068,NA,NA,60.0000000000001,7.21716900528456,60.0000000000001,7.21716900528456,60.0000000000001
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis dispar","l_max",4.21094973026624,1.76859888671182,NA,NA,42,7.99055640964786,42.9999999999999,7.99055640964786,42
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","l_max",11.0145231878667,4.84639020266133,NA,NA,43.9999999999998,7.99055640964786,42.9999999999999,7.99055640964786,43.9999999999998
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","l_max",7.7391532117755,NA,NA,NA,NA,7.99055640964786,43.519846336253,7.99055640964786,43.519846336253
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","l_max",30,NA,6.02497159381358,20.0832386460453,NA,20.0832386460453,43.519846336253,20.0832386460453,43.519846336253
"Gastropoda","Caenogastropoda","Epitoniodea","Janthina exigua","l_max",1.53,NA,NA,NA,NA,NA,NA,NA,NA
"Gastropoda","Littorinimorpha","Atlantidae","Atlanta peronii","l_max",1.1,NA,NA,NA,NA,NA,NA,NA,NA
"Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","l_max",11.5,NA,NA,NA,NA,NA,NA,NA,NA
"Gastropoda","Pteropoda","Cavoliniidae","Cavolinia tridentata","l_max",2,NA,NA,NA,NA,NA,NA,NA,NA
"Gastropoda","Pteropoda","Cavoliniidae","Diacria trispinosa","l_max",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gastropoda","Pteropoda","Cliidae","Clio pyramidata","l_max",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hexanauplia","Calanoida","Calanidae","Calanus finmarchicus","l_max",0.4,NA,NA,NA,NA,NA,NA,NA,NA
"Hexanauplia","Calanoida","Calanidae","Cosmocalanus darwinii darwinii","l_max",0.258,NA,NA,NA,NA,NA,NA,NA,NA
"Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus furcatus","l_max",0.16,NA,NA,NA,NA,NA,NA,NA,NA
"Hexanauplia","Cyclopoida","Corycaeidae","Farranula gibbula","l_max",0.11,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrozoa","Siphonophorae","Diphyidae","Chelophyes appendiculata","l_max",0.2,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","l_max",0.21,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","l_max",0.5,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","l_max",3,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Eupronoidae","Parapronoe crustulum","l_max",2,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","l_max",1.2,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Hyperiidae","Themisto gaudichaudii","l_max",2.8,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Lanceolidae","Lanceola sayana","l_max",4.2,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Oxyccephalidae","Leptocotis tenuirostris","l_max",0.9,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Oxyccephalidae","Streetsia challengeri","l_max",4.9,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Phrosinidae","Anchylomera blossevillei","l_max",1.1,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","l_max",3,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Phrosinidae","Primno macropa","l_max",2.1,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus armatus","l_max",1.6,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus ovoides","l_max",2,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus serratulus","l_max",0.7,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Amphipoda","Vibiliidae","Vibilia gibbosa","l_max",0.8,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273
"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","l_max",27,2.8,NA,NA,10.3703703703704,13.2277038321486,10.3703703703704,13.2277038321486,10.3703703703704
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","l_max",0.43,NA,NA,NA,NA,13.2277038321486,28.0637965930401,13.2277038321486,28.0637965930401
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","l_max",0.21,NA,NA,NA,NA,13.2277038321486,28.0637965930401,13.2277038321486,28.0637965930401
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","l_max",4.5,NA,NA,NA,NA,13.2277038321486,28.0637965930401,13.2277038321486,28.0637965930401
"Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","l_max",13,1.45,0.72,5.53846153846154,11.1538461538462,5.53846153846154,11.1538461538462,5.53846153846154,11.1538461538462
"Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","l_max",1.04,NA,NA,NA,NA,13.2277038321486,28.0637965930401,13.2277038321486,28.0637965930401
"Malacostraca","Decapoda","Oplophoroidae","Oplophorus typus","l_max",3.9,NA,NA,NA,NA,13.2277038321486,28.0637965930401,13.2277038321486,28.0637965930401
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","l_max",1.7,1.054,0.462,27.1764705882353,62,27.1764705882353,62,27.1764705882353,62
"Malacostraca","Decapoda","Palinuridae","Palinurus mauritanicus","l_max",75,9,2.23,2.97333333333333,12,2.97333333333333,12,2.97333333333333,12
"Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","l_max",18,NA,NA,NA,NA,13.2277038321486,28.0637965930401,13.2277038321486,28.0637965930401
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","l_max",9.89,1.9,1.6,16.1779575328615,19.211324570273,16.1779575328615,19.211324570273,16.1779575328615,19.211324570273
"Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","l_max",2.3,NA,NA,NA,NA,13.2277038321486,28.0637965930401,13.2277038321486,28.0637965930401
"Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","l_max",16,NA,NA,NA,NA,13.2277038321486,28.0637965930401,13.2277038321486,28.0637965930401
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","l_max",4.4,3.78,NA,NA,85.9090909090909,13.2277038321486,85.9090909090909,13.2277038321486,85.9090909090909
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","l_max",20,NA,2,10,NA,13.75,13.125,10,13.125
"Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","l_max",16,2.1,2.8,17.5,13.125,13.75,13.125,17.5,13.125
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","l_max",1.4,NA,NA,NA,NA,13.2277038321486,10.7407407407407,13.2277038321486,10.7407407407407
"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","l_max",5.4,0.58,NA,NA,10.7407407407407,13.2277038321486,10.7407407407407,13.2277038321486,10.7407407407407
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","l_max",NA,NA,NA,NA,NA,13.2277038321486,10.7407407407407,13.2277038321486,10.7407407407407
