"","prey_class","prey_order","prey_family","prey_sp","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status","b_shape_r","eye_body_r","standard_total","energy_density","percent_protein","percent_lipid","maxFO","maxN","maxM"
"172","Actinopterygii","Pleutonectiformes","Pleuronectidae","Glyptocephalus zachirus","demersal","continental shelf","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","depressiform",60,0,"0.0","1.0","0.0","0.0","solitary","3.25","commercial",3.2163878553716,0.0509482465071595,0.816510145473304,2.7235,12.89625,0.877333333333333,0,0,0
"173","Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","demersal","continental shelf","NA","diel_UN","1.0","refuge_yes","NA","season_NA","eel-like",40.4,0,"0.0","1.0","0.0","0.0","solitary","4.07","none",6.88167236075799,0.0412058946597092,1,3.39,NA,NA,0,0,0
"174","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","demersal","continental shelf","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","fusiform",120,1,"0.0","1.0","0.0","0.0","solitary","3.84","highly commercial",5.49404925178233,0.0257709118576891,0.849833637963547,5.28055,11.1868571428571,7.8175,33.33333333,0,0
"175","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys ocellatus","demersal","continental shelf","0.0","diel_no","1.0","refuge_yes","0.0","season_no","eel-like",240,1,"0.0","1.0","0.0","0.0","solitary","3.51","minor commercial",9.95801472670632,0.016591182179499,0,NA,NA,NA,33.33333333,0,0
"176","Actinopterygii","Perciformes","Coryphaenidae","Coryphaena hippurus","epipelagic","oceanic","0.0","diel_no","0.0","refuge_no","1.0","season_yes","elongated",210,0,"0.0","1.0","1.0","1.0","schooling","4.37","highly commercial",5.51641012123528,0.0235684456096152,0.780066691479545,NA,NA,NA,0.3,0.04732607667,0
"177","Actinopterygii","Perciformes","Nomeidae","Cubiceps gracilis","epipelagic","oceanic","NA","diel_UN","1.0","refuge_yes","1.0","season_yes","fusiform",107,0,"0.0","0.0","1.0","0.0","shoaling","3.4","none",4.70501050417852,0.0648165101356274,0.796390424852737,3.809,NA,18.9,10,0,0
"178","Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus nikparini","bathypelagic","oceanic","NA","diel_UN","0.0","refuge_no","1.0","season_yes","elongated",146,0,"0.0","0.0","1.0","1.0","solitary","4.5","none",14.4544897925629,0.019153685579617,0.937415037925359,NA,NA,NA,1,0,0
"179","Actinopterygii","Aulopiformes","Paralepididae","Macroparalepis affinis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",55,0,"1.0","0.0","1.0","0.0","schooling","4.1","none",16.7569898991592,0.0290059908698257,0.950882935761352,NA,NA,NA,4,0,0
"180","Actinopterygii","Aulopiformes","Paralepididae","Sudis hyalina","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","1.0","season_yes","elongated",100,0,"1.0","0.0","1.0","0.0","schooling","4.2","none",9.59635272287898,0.0451398212789234,0.880258498623057,NA,NA,NA,0.8620689655,0.43,0.82
"181","Actinopterygii","Beloniformes","Belonidae","Strongylura exilis","epipelagic","coastal","NA","diel_UN","0.0","refuge_no","1.0","season_yes","elongated",91,0,"0.0","0.0","1.0","1.0","schooling","4.5","minor commercial",18.1076610441128,0.0256648342771058,0.903840389806804,NA,NA,NA,0.996677740863787,0,0
"182","Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","benthic","continental shelf","0.0","diel_no","1.0","refuge_yes","NA","season_NA","elongated",20,1,"0.0","1.0","0.0","0.0","solitary","3.49","minor commercial",4.27898298111615,0.128342694057521,0.794358354390595,NA,NA,NA,5.55555555555556,0,0
"183","Actinopterygii","Perciformes","Bramidae","Brama orcini","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","compressiform",42,0,"0.0","0.0","1.0","1.0","schooling","3.9","minor commercial",2.65651997711393,0.0628232329953204,0.692844722207276,NA,NA,NA,3,0.4732607667,0
"184","Actinopterygii","Perciformes","Caproidae","Antigonia capros","demersal","continental shelf","NA","diel_UN","0.0","refuge_no","NA","season_NA","compressiform",30.5,1,"0.0","0.0","1.0","0.0","shoaling","4.05","minor commercial",1.12770537703403,0.0968418878724362,0.754523587756125,6.59,15.95,2.16,3,0,0
"185","Actinopterygii","Perciformes","Caproidae","Capros aper","demersal","continental shelf","NA","diel_UN","1.0","refuge_yes","NA","season_NA","compressiform",30,1,"0.0","0.0","1.0","0.0","schooling","3.14","of no interest",2.2884468276774,0.114707019421275,0.761140992517296,6.2,17.2,4.8,14.2857142857143,0.22,0.06
"186","Actinopterygii","Perciformes","Embiotocidae","Cymatogaster aggregata","demersal","coastal","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","compressiform",20.3,1,"0.0","1.0","1.0","0.0","shoaling","2.99","minor commercial",3.15000114304272,0.0738456376905071,0.796069697673337,4.68,13.7,2.50842105263158,0.5,0.1,0
"187","Actinopterygii","Perciformes","Labridae","Halichoeres nicholsi","demersal","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","fusiform",38,1,"0.0","1.0","0.0","0.0","solitary","4.0","none",3.41979947279233,0.0277324102424729,0.796787526077235,NA,NA,NA,0,0,0
"188","Actinopterygii","Scorpaeniformes","Peristediidae","Peristedion gracile","demersal","continental shelf","NA","diel_UN","1.0","refuge_yes","NA","season_NA","fusiform",20,1,"0.0","1.0","0.0","0.0","NA","3.4","none",7.00831660987058,0.0661433652812038,0.858836449279762,NA,NA,NA,3,0,0
"189","Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus bispinosus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",11,1,"0.0","1.0","1.0","1.0","NA","3.5","none",3.85897411764706,0.0443592445172871,0.792700772652774,NA,NA,NA,NA,NA,NA
"190","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","compressiform",11,1,"0.0","0.0","1.0","0.0","NA","3.36","none",1.97490772453378,0.0879693791807599,0.759731568098875,3.5,14.8,1.3,100,0,0
"191","Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",24.1,0,"0.0","1.0","0.0","0.0","solitary","4.2","none",8.47931829038694,0.0198837793099334,0.915505536804047,NA,NA,NA,0,0,0
"192","Actinopterygii","Sygnathiformes","Centriscidae","Macroramphosus scolopax","demersal","continental shelf","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","compressiform",20,1,"0.0","0.0","1.0","1.0","schooling","3.47","commercial",4.17374262668894,0.0748579500793388,0.864082841873616,4.407,NA,NA,30,0,0.07
"193","Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","demersal","continental shelf","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","eel-like",60,0,"0.0","1.0","0.0","0.0","solitary","3.539999962","none",43.6346062047949,0.011636577001968,1,4.7,14.7,1.9,41,0,35
"194","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus californiensis","demersal","reef-associated","NA","diel_UN","1.0","refuge_yes","1.0","season_yes","eel-like",50,0,"0.0","0.0","0.0","0.0","solitary","3.37","none",34.5803593403889,0.00678291814946619,1,NA,NA,NA,1,0,0
"195","Branchiopoda","Onychopoda","Podonidae","Pseudevadne tergestina","epipelagic","oceanic","0.0","diel_no","0.0","refuge_no","0.0","season_no","globiform",0.1,0,"1.0","0.0","0.0","0.0","schooling","NA","none",Inf,0.0949881937048882,0,NA,NA,NA,NA,NA,NA
"196","Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","globiform",16,0,"1.0","1.0","0.0","0.0","solitary","3.58","none",2.41709492497973,0.0766530196669182,0.61086806725147,NA,NA,NA,4.8,1,2.1
"197","Cephalopoda","Octopoda","Octopodidae","Octopus bimaculatus","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","NA","season_NA","fusiform",61,0,"0.0","1.0","0.0","0.0","solitary","3.44","none",4.44408165922352,0.0544349539609095,0.269818757528046,NA,NA,NA,15.9,1.8362662586075,0.182773032448306
"198","Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus violaceus","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","1.0","season_yes","unique",100,0,"0.0","0.0","0.0","0.0","solitary","NA","none",6.49987429003084,0.0462089931268043,0.209050599127472,NA,NA,NA,21.31,7.42,0
"199","Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","epipelagic","oceanic","0.0","diel_no","0.0","refuge_no","1.0","season_yes","fusiform",96,0,"0.0","1.0","0.0","0.0","solitary","NA","none",4.32431861565924,0.0367497032079742,0.328540792686309,NA,NA,NA,17.2,0.7,0.6
"200","Hexanauplia","Calanoida","Calanidae","Calanus finmarchicus","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",0.4,1,"1.0","0.0","0.0","0.0","schooling","2.37","none",4.41728752798318,0,0.677102832890904,6.36,11,7.96,3.7037037037037,0,0
"201","Hexanauplia","Calanoida","Calanidae","Cosmocalanus darwinii darwinii","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",0.258,1,"0.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus furcatus","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",0.16,1,"1.0","0.0","0.0","0.0","schooling","NA","none",4.03446365232285,0,0.673972171989902,NA,NA,NA,NA,NA,NA
"203","Hexanauplia","Cyclopoida","Corycaeidae","Farranula gibbula","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",0.11,1,"0.0","0.0","0.0","0.0","schooling","NA","none",3.77559603155814,0.076180969174325,0.789886783462311,NA,NA,NA,NA,NA,NA
"204","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",0.21,1,"0.0","0.0","0.0","0.0","schooling","NA","none",4.25470332127997,0.117075714794915,0.778255217418605,NA,NA,NA,92.5925925925926,6.2,2.2
"205","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",0.5,1,"0.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,0,0,0
"206","Malacostraca","Amphipoda","Eupronoidae","Parapronoe crustulum","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",2,1,"0.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,1.5,0.2,0.1
"207","Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","epipelagic","oceanic","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","fusiform",1.2,1,"0.0","1.0","0.0","0.0","schooling","NA","none",4.69329916751324,0.0968753927922142,0.753191106079826,1.9491,6.46725,1.9899,5.71428571428571,0,0
"208","Malacostraca","Amphipoda","Hyperiidae","Themisto gaudichaudii","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",2.8,1,"0.0","0.0","0.0","0.0","schooling","3.96","none",6.25356215453494,0.0840376199812439,0.710987936277947,2.9935,7.5,2.4475,54.3,5.1,27.3
"209","Malacostraca","Amphipoda","Lanceolidae","Lanceola sayana","bathypelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",4.2,1,"0.0","0.0","0.0","0.0","schooling","NA","none",5.06871091333009,0.0132677644501132,0.802402134627143,NA,NA,NA,1.85185185185185,0,0
"210","Malacostraca","Amphipoda","Oxyccephalidae","Leptocotis tenuirostris","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",0.9,1,"0.0","0.0","0.0","0.0","schooling","NA","none",6.21056671208793,0.0172819328361617,0.849778449289707,NA,NA,NA,2.1,0.1,0.1
"211","Malacostraca","Amphipoda","Oxyccephalidae","Streetsia challengeri","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",4.9,1,"0.0","0.0","0.0","0.0","schooling","NA","none",9.18011155706689,0.0117965713139551,NA,NA,NA,NA,40,0.19,0.05
"212","Malacostraca","Amphipoda","Phrosinidae","Anchylomera blossevillei","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",1.1,1,"0.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,4.2,1.65,3.3
"213","Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","globiform",3,1,"1.0","1.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,65,4.2,6.5
"214","Malacostraca","Amphipoda","Phrosinidae","Primno macropa","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",2.1,1,"0.0","0.0","0.0","0.0","schooling","NA","none",3.70957175022018,0.0491267042457699,0.854280552124258,4.076,6.525,2.995,2.85714285714286,0.49,0.24
"215","Malacostraca","Amphipoda","Platyscelidae","Platyscelus armatus","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","NA","season_NA","globiform",1.6,1,"0.0","0.0","0.0","0.0","schooling","NA","none",3.10386403779342,0.109729688296038,0.855740099944753,NA,NA,NA,0,0,0
"216","Malacostraca","Amphipoda","Platyscelidae","Platyscelus ovoides","epipelagic","continental shelf","NA","diel_UN","0.0","refuge_no","NA","season_NA","globiform",2,1,"0.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,9.25925925925926,1.1,1.3
"217","Malacostraca","Amphipoda","Platyscelidae","Platyscelus serratulus","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","globiform",0.7,1,"0.0","0.0","0.0","0.0","schooling","NA","none",1.90921008077212,0.186856235473001,0.819778085013478,NA,NA,NA,1.85185185185185,0.06,0.08
"218","Malacostraca","Amphipoda","Vibiliidae","Vibilia gibbosa","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",0.8,1,"0.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,0.8620689655,0.24,0.05
"219","Malacostraca","Decapoda","Alpheidae","Alpheus glaber","benthic","coastal","1.0","diel_yes","1.0","refuge_yes","0.0","season_no","elongated",0.43,1,"0.0","0.0","0.0","0.0","shoaling","NA","none",5.77047205247166,0.0282400040246912,0.880318216897512,NA,NA,NA,11.1111111111111,0,0
"220","Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","demersal","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",4.5,1,"0.0","0.0","0.0","0.0","schooling","NA","none",7.52257060327305,0.0328718905848096,0.79198758295141,NA,NA,5.6,4,0,0
"221","Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","demersal","continental shelf","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","unique",13,1,"0.0","0.0","0.0","0.0","schooling","2.88","commercial",2.74890108810733,0.0766958234643479,0.881384669985547,6.69166666666667,20.25,0.85,27.75,1.3,23.3
"222","Malacostraca","Decapoda","Palinuridae","Palinurus mauritanicus","benthic","continental shelf","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","unique",75,1,"0.0","1.0","0.0","0.0","solitary","3.54","commercial",4.01477645492096,0.0330114041531213,0.849305753986266,NA,NA,NA,8,0,0
"223","Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",9.89,1,"0.0","0.0","0.0","0.0","schooling","NA","none",6.55043095224812,0.0167285363984211,0.840108606565698,NA,NA,14.6,4,0,0
"224","Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","benthic","reef-associated","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","fusiform",16,1,"0.0","1.0","0.0","0.0","solitary","NA","minor commercial",3.76001132176856,0.0373931413000973,0.839270023685461,NA,NA,NA,20.7,0,4.1
"225","Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","demersal","continental shelf","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","elongated",1.4,1,"1.0","0.0","0.0","0.0","schooling","3.2","none",8.8580992758633,0.0309819418689772,0.820557585951111,NA,15.5,9.4,52,0,0
"226","Malacostraca","Decapoda","Sergestidae","Eusergestes similis","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",5.4,1,"1.0","0.0","0.0","0.0","schooling","NA","none",8.23421273219414,0.0250970751388895,0.832763026335911,NA,NA,NA,45,76.5,0
"227","Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",2.5,1,"0.0","0.0","0.0","0.0","schooling","2.32","minor commercial",10.5898904840173,0.0600867421253654,0.839843473229237,NA,11.3078,2.53854210526316,38.9,43.1,0
"228","Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",4,1,"1.0","0.0","0.0","0.0","schooling","2.97","commercial",10.4618702268278,0.0467019428692065,0.826092344196988,3.9,14.584,3.121,89.7,7.3,84.3
"229","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",2.6,1,"1.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,2.0625,80,0.61,4.2
"230","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",1.67,1,"0.0","0.0","0.0","0.0","schooling","NA","none",10.5048186765028,0.0424380305937707,0.830603351871416,3,NA,NA,27.9,0,20.4
"231","Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","epipelagic","coastal","0.0","diel_no","0.0","refuge_no","1.0","season_yes","elongated",1.6,1,"1.0","0.0","0.0","0.0","schooling","NA","none",8.26961922680291,0.0882143516693987,0.804455601057784,NA,NA,2.03,16.6666666666667,0,0
"232","Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","bathypelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",16.4,1,"0.0","0.0","0.0","0.0","schooling","NA","none",7.99294090772674,0.0194400902853572,0.811398022800213,NA,NA,NA,0.7,0.1,0
"233","Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","bathypelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",35,1,"0.0","0.0","0.0","0.0","schooling","NA","none",5.63277432649128,0.0236396225153992,0.816645968239178,2.005,3.8679,4.05356666666667,11.1111111111111,0,0
"234","Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","benthic","coastal","0.0","diel_no","1.0","refuge_yes","NA","season_NA","elongated",7.7,1,"0.0","1.0","0.0","0.0","solitary","NA","none",NA,NA,NA,NA,NA,NA,0.3,0.14197823,0
"235","Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","NA","season_NA","elongated",8.1,1,"0.0","0.0","0.0","0.0","shoaling","NA","none",5.05842312885701,0.040512385831237,0.765909652814434,NA,NA,NA,0.6,0.09465215334,0
"236","Malacostraca","Decapoda","Axiidae","Axius stirhynchus","benthic","coastal","NA","diel_UN","1.0","refuge_yes","NA","season_NA","elongated",0.21,1,"0.0","0.0","0.0","0.0","shoaling","NA","none",5.40001686237732,0.0153916311884278,0.841473690276954,NA,NA,NA,4,0,0
"237","Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",NA,0,"1.0","0.0","1.0","0.0","schooling","3.15","none",9.41533838018793,0.0483594005680785,0.834346123854045,NA,NA,NA,0.8620689655,17.1,23.04
"238","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",NA,0,"0.0","1.0","1.0","1.0","schooling","3.15","none",NA,NA,NA,NA,NA,NA,0.996677740863787,0,0
"239","Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","mesopelagic","oceanic","1.0","diel_yes","NA","refuge_NA","NA","season_NA","fusiform",NA,0,"0.0","0.0","0.0","0.0","NA","NA","none",NA,NA,NA,NA,NA,NA,0.332225913621262,0,0
"240","Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","bathypelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",NA,1,"0.0","0.0","0.0","0.0","schooling","NA","none",8.60495067970822,0.0279356180334047,0.690944163683456,NA,NA,NA,2.85714285714286,0,0
"241","Malacostraca","Isopoda","Idoteidae","Idotea metallica","epipelagic","continental shelf","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","fusiform",NA,1,"0.0","0.0","0.0","0.0","schooling","NA","none",2.86262590472009,0.0646699312888026,0.841835991039137,NA,NA,NA,3.7037037037037,0,0
"242","Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus natalensis","benthic","continental shelf","NA","diel_UN","NA","refuge_NA","NA","season_NA","elongated",60,0,"0.0","0.0","0.0","0.0","NA","4.0","none",13.3488106490233,0.0181441084752163,0.94681268494452,NA,NA,NA,0.5,0.3,0.5
"243","Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus ferox","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",215,0,"0.0","0.0","1.0","0.0","shoaling","4.39","none",14.3410788483398,0.0260265732773525,0.881745650515243,1.7,NA,NA,2.7,0.3,1
"244","Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus hoedti","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",14,0,"0.0","0.0","1.0","0.0","NA","3.3","none",12.4475841005471,0.0500598409184787,0.886146915633131,NA,NA,NA,0.5,0,0.2
"245","Actinopterygii","Aulopiformes","Paralepididae","Lestidiops similis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",20,0,"0.0","0.0","0.0","0.0","NA","4.2","none",17.2142802152598,0.0369048079677297,0.93301655416459,NA,NA,NA,1.6,0.2,0.1
"246","Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis intermedia","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",33.8,0,"1.0","0.0","1.0","0.0","NA","4.0","none",16.6999673960951,0.0264096781289054,0.936908060827257,NA,NA,NA,16.3,4.4,4.9
"247","Actinopterygii","Aulopiformes","Scopelarchidae","Scopelarchus analis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",12.6,0,"0.0","0.0","0.0","0.0","NA","4.2","none",7.79666322395798,0.0553915767145919,0.897950703040272,NA,NA,NA,6,1,0.9
"248","Actinopterygii","Beryciformes","Berycidae","Beryx splendens","demersal","continental slope","1.0","diel_yes","1.0","refuge_yes","0.0","season_no","fusiform",70,1,"0.0","0.0","1.0","1.0","schooling","3.81","commercial",3.31717375787226,0.0963723017930209,0.786926233530097,NA,19.71,2.615,1.6,0.2,0.4
"249","Actinopterygii","Beryciformes","Diretmidae","Diretmus argenteus","demersal","continental slope","1.0","diel_yes","NA","refuge_NA","NA","season_NA","compressiform",27.6,1,"0.0","0.0","1.0","1.0","NA","3.4","potential",1.61586696177017,0.177904491377918,0.848252449000288,NA,NA,NA,11.4,2.6,4.6
"250","Actinopterygii","Clupeiformes","Engraulidae","Engraulis capensis","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",17,0,"0.0","0.0","1.0","1.0","schooling","3.0","minor commercial",5.44691662214013,0.0652579846829429,1.1066477173981,5.13,12.0460666666667,4.231,10,3.8,4.4
"251","Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros mcclellandi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",9.6,0,"0.0","0.0","1.0","1.0","NA","3.3","commercial",6.39146003196012,0.0409421713537944,0.911375302229822,NA,15,1.6,2.1,0.3,0.2
"252","Actinopterygii","Gadiformes","Moridae","Antimora rostrata","benthic","continental slope","0.0","diel_no","NA","refuge_NA","1.0","season_yes","elongated",80,0,"0.0","0.0","1.0","0.0","shoaling","3.58","none",5.15575784349625,0.0428873675194979,0.89197088973677,4.32825,NA,0.29,0.7,0,0.5
"253","Actinopterygii","Lophiiformes","Ceratiidae","Ceratias tentaculatus","demersal","continental shelf","NA","diel_UN","NA","refuge_NA","NA","season_NA","compressiform",88,1,"0.0","0.0","0.0","0.0","solitary","3.3","none",2.87649927478139,0.016449969931753,0.716383849548678,NA,NA,NA,0.5,0.1,0.3
"254","Actinopterygii","Myctophiformes","Myctophidae","Diaphus effulgens","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",15,0,"0.0","0.0","0.0","0.0","schooling","3.0","none",3.80107485115547,0.24434932875668,2.47667187636059,NA,16.54,4.86,2.1,0.2,0.2
"255","Actinopterygii","Myctophiformes","Myctophidae","Diaphus lucidus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",11.8,0,"0.0","0.0","0.0","0.0","schooling","3.0","none",5.55089427775088,0.0519066044562339,0.797003410114818,NA,NA,NA,7.9,5.8,4.4
"256","Actinopterygii","Myctophiformes","Myctophidae","Diaphus ostenfeldi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",12,0,"0.0","0.0","0.0","0.0","schooling","3.2","none",4.7674860998262,0.0623316940455414,0.789517673191642,NA,NA,NA,0.7,0,0
"257","Actinopterygii","Myctophiformes","Myctophidae","Diaphus perspicillatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",7.1,0,"0.0","0.0","0.0","0.0","schooling","3.12","none",5.10726879170806,0.0735945023970887,0.810870167624793,NA,NA,3.15,7.9,5.8,5
"258","Actinopterygii","Myctophiformes","Myctophidae","Hygophum hygomii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",6.8,0,"0.0","0.0","1.0","0.0","schooling","3.0","none",4.81653707068362,0.106097798699724,0.818556435538191,6.06,NA,1.75,0.7,0,0
"259","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctodes hectoris","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",7,0,"0.0","0.0","1.0","0.0","shoaling","3.2","commercial",6.05931602764976,0.0682354908711383,0.806609002237309,NA,14.7,18.4,23.4,11.7,10.8
