"","StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatName","LocatLatitude","LocatLongitude","MonthRange","YearEnd","stomachs_used","pred_life","pred_life_est","pred_age","pred_age_est","pred_flmean","pred_flmean_se","pred_flmean_est","pred_flmin","pred_flmax","pred_flest","est_note","est_ref","prey_class","prey_order","prey_family","prey_sp","prey_age_reported_1","prey_age_reported_2","prey_age_use","Include","FO","pFOuse","N","pN","Total Mass (g)","pM","maxl_use","maxl_type","gape_lmax","gape_height_limit","b_shape_r","eye_body_r","standard_total","maxtl_use"
"196","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Amphipoda","Lanceolidae","Lanceola sayana","adult",NA,"3","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,5.06871091333009,0.0132677644501132,0.802402134627143,0
"197","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","none",NA,"0","Yes",39,72.2222222222222,0,0,0,0,0,"NO",7.75767,6.39634,5.03513221969598,0.0826074375229732,0.83924115783412,0
"198","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","adult",NA,"3","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,10.4618702268278,0.0467019428692065,0.826092344196988,0
"199","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","adult",NA,"3","Yes",38,70.3703703703704,0,0,0,0,0,"NO",7.75767,6.39634,NA,NA,NA,0
"200","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","none",NA,"0","Yes",2,3.7037037037037,0,0,0,0,0,"NO",7.75767,6.39634,6.55043095224812,0.0167285363984211,0.840108606565698,0
"201","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","none",NA,"0","Yes",32,59.2592592592593,0,0,0,0,0,"NO",7.75767,6.39634,NA,NA,NA,0
"202","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Amphipoda","Platyscelidae","Platyscelus ovoides","none",NA,"0","Yes",5,9.25925925925926,0,0,0,0,0,"NO",7.75767,6.39634,NA,NA,NA,0
"203","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Amphipoda","Platyscelidae","Platyscelus serratulus","none",NA,"0","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,1.90921008077212,0.186856235473001,0.819778085013478,0
"204","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Decapoda","Polybiidae","Polybius henslowii","adult",NA,"3","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,NA,NA,NA,0
"205","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","none",NA,"0","Yes",17,31.4814814814815,0,0,0,0,0,"NO",7.75767,6.39634,1.63579611964388,0.121914176842539,0.73707954798368,0
"206","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Amphipoda","Oxyccephalidae","Streetsia challengeri","none",NA,"0","Yes",14,25.9259259259259,0,0,0,0,0,"NO",7.75767,6.39634,9.18011155706689,0.0117965713139551,NA,0
"207","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","none",NA,"0","Yes",9,16.6666666666667,0,0,0,0,0,"NO",7.75767,6.39634,8.26961922680291,0.0882143516693987,0.804455601057784,0
"208","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","none",NA,"0","Yes",7,12.962962962963,0,0,0,0,0,"NO",7.75767,6.39634,1.97490772453378,0.0879693791807599,0.759731568098875,0
"209","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Myctophiformes","Myctophidae","Myctophum punctatum","adult",NA,"3","Yes",37,68.5185185185185,0,0,0,0,0,"NO",7.75767,6.39634,5.26346682974158,0.0842604324122009,0.840052571499898,0
"210","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","none",NA,"0","Yes",18,33.3333333333333,0,0,0,0,0,"NO",7.75767,6.39634,4.27872275311848,0,1,0
"211","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","none",NA,"0","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,2.41709492497973,0.0766530196669182,0.61086806725147,0
"212","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","none",NA,"0","Yes",16,29.6296296296296,0,0,0,0,0,"NO",7.75767,6.39634,6.88338765892976,0.0672648224495483,0.645379956290468,0
"213","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","none",NA,"0","Yes",14,25.9259259259259,0,0,0,0,0,"NO",7.75767,6.39634,5.76063801874459,0.0609496353283414,0.35190879524607,0
"214","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","none",NA,"0","Yes",3,5.55555555555556,0,0,0,0,0,"NO",7.75767,6.39634,4.27898298111615,0.128342694057521,0.794358354390595,0
"215","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","none",NA,"0","Yes",14,25.9259259259259,0,0,0,0,0,"NO",7.75767,6.39634,6.72879463123401,0.0483216472803161,0.849129133329125,0
"216","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","adult",NA,"3","Yes",20,37.037037037037,0,0,0,0,0,"NO",7.75767,6.39634,5.93928306831689,0.0429067935862826,0.848327645027384,0
"217","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","none",NA,"0","Yes",5,9.25925925925926,0,0,0,0,0,"NO",7.75767,6.39634,4.32859419033216,0.0725712424899676,0.459915021510759,0
"218","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus imperialis","none",NA,"0","Yes",13,24.0740740740741,0,0,0,0,0,"NO",7.75767,6.39634,2.95439822313399,0.0599815112173624,0.843008555060385,0
"219","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","none",NA,"0","Yes",2,3.7037037037037,0,0,0,0,0,"NO",7.75767,6.39634,6.50520517909255,0.0263079301509066,0.214655308351039,0
"220","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","none",NA,"0","Yes",17,31.4814814814815,0,0,0,0,0,"NO",7.75767,6.39634,10.7012438507586,0.0407191255136835,0.929965209781006,0
"221","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Perciformes","Caproidae","Capros aper","none",NA,"0","Yes",6,11.1111111111111,0,0,0,0,0,"NO",7.75767,6.39634,2.2884468276774,0.114707019421275,0.761140992517296,0
"222","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","adult",NA,"3","Yes",22,40.7407407407407,0,0,0,0,0,"NO",7.75767,6.39634,6.15136139603933,0.0417813908391866,0.82051681154952,0
"223","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","none",NA,"0","Yes",21,38.8888888888889,0,0,0,0,0,"NO",7.75767,6.39634,13.1973470810214,0.0307084096156233,0.916094246251108,0
"224","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","none",NA,"0","Yes",4,7.40740740740741,0,0,0,0,0,"NO",7.75767,6.39634,2.66212681311964,0.0722238586462707,0.741321872409547,0
"225","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Isopoda","Idoteidae","Idotea metallica","none",NA,"0","Yes",2,3.7037037037037,0,0,0,0,0,"NO",7.75767,6.39634,2.86262590472009,0.0646699312888026,0.841835991039137,0
"226","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","juvenile",NA,"2","Yes",2,3.7037037037037,0,0,0,0,0,"NO",7.75767,6.39634,8.8580992758633,0.0309819418689772,0.820557585951111,0
"227","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","juvenile",NA,"2","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,3.76001132176856,0.0373931413000973,0.839270023685461,0
"228","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","none",NA,"0","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,1.97196910715466,0.0517251431308441,0.828398107066458,0
"229","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","none",NA,"0","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,4.6005071330474,0.0515865879636832,0.80913597911571,0
"230","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","none",NA,"0","Yes",45,83.3333333333333,0,0,0,0,0,"NO",7.75767,6.39634,4.89567531831975,0.04321980221303,0.788906647624305,0
"231","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","none",NA,"0","Yes",1,1.85185185185185,0,0,0,0,0,"NO",7.75767,6.39634,5.12634433631194,0.103749234778993,0.639194148890172,0
"232","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Scorpaeniformes","Gonatidae","Helicolenus dactylopterus","none",NA,"0","Yes",5,9.25925925925926,0,0,0,0,0,"NO",7.75767,6.39634,3.54761376551636,0.0866750693526003,0.796634072240436,0
"233","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Aulopiformes","Paralepididae","Paralepis coregonoides","none",NA,"0","Yes",44,81.4814814814815,0,0,0,0,0,"NO",7.75767,6.39634,9.11753676406396,0.0420292661291814,0.889706862308886,0
"234","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Nov",1933,"54.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus","none",NA,"0","Yes",35,64.8148148148148,0,0,0,0,0,"NO",7.75767,6.39634,NA,NA,NA,0
