"prey_sp","b_shape_r","eye_body_r","standard_total"
"Icichthys lockingtoni",3.54899162799449,0.0656944011878248,0.795002498249248
"Idotea metallica",2.86262590472009,0.0646699312888026,0.841835991039137
"Illex argentinus",4.79464379581997,0.0352973575534677,0.570488028516894
"Illex coindetii",7.21326775573866,0.0446798911314911,0.56136426964707
"Janicella spinicauda",7.91494079325559,0.0338703895264318,0.839056861902585
"Janthina exigua",1.12403943743132,0,1
"Japetella diaphana",2.41709492497973,0.0766530196669182,0.61086806725147
"Japetella heathi",1.98082364587567,0.102038974294297,0.633069158263217
"Katsuwonus pelamis",3.51737223401035,0.039496938235589,0.909395083791833
"Lactoria diaphana",3.13195532473199,0.0822589433865605,0.82005976021664
"Lagocephalus lagocephalus",4.64979311729985,0.0444428720889569,0.843683625349189
"Lampadena luminosa",5.5116316306489,0.0578070596523439,0.845808726159853
"Lampanyctodes hectoris",6.05931602764976,0.0682354908711383,0.806609002237309
"Lampanyctus alatus",6.48668924129321,0.0574920989799308,0.798430675392276
"Lampanyctus crocodilus",6.15136139603933,0.0417813908391866,0.82051681154952
"Lampanyctus intricarius",5.93928306831689,0.0429067935862826,0.848327645027384
"Lanceola sayana",5.06871091333009,0.0132677644501132,0.802402134627143
"Lepidocybium flavobrunneum",5.01900681059791,0.0482682624172704,0.84269424365906
"Leptocotis tenuirostris",6.21056671208793,0.0172819328361617,0.849778449289707
"Lestidiops ringens",10.9266963783864,0.0387212899111857,0.924875956471755
"Lestidiops similis",17.2142802152598,0.0369048079677297,0.93301655416459
"Lestidiops sphyrenoides",10.7012438507586,0.0407191255136835,0.929965209781006
"Lestrolepis intermedia",16.6999673960951,0.0264096781289054,0.936908060827257
"Leuroglossus stilbius",6.35846921353883,0.0748245896814489,0.867001809269728
"Liocranchia reinhardtii",1.97196910715466,0.0517251431308441,0.828398107066458
"Lobianchia gemellarii",4.78868605837173,0.0545898499854722,0.850185835356255
"Lycoteuthis lorigera",4.85315049928055,0.071223511973167,0.490600552110153
"Lysiosquilla tredecimdentata",5.29578578504031,0.033316973652269,0.896962942250214
"Macroparalepis affinis",16.7569898991592,0.0290059908698257,0.950882935761352
"Macroramphosus scolopax",4.17374262668894,0.0748579500793388,0.864082841873616
"Magnisudis atlantica",9.83547149398581,0.0422720553722116,0.880734167039143
"Makaira mazara",7.14598982153136,0.0162370048944224,0.848343932409614
"Mastigoteuthis dentata",8.08153378039053,0.0694964323312668,0.607161656334074
"Masturus lanceolatus",2.17580241070474,0.0340841410419296,0.867902111813334
"Maurolicus imperatorius",1.62246179039301,0.123359182689342,0.832674483153061
"Maurolicus muelleri",5.03513221969598,0.0826074375229732,0.83924115783412
"Medialuna californiensis",3.08840717440099,0.0498449029907888,0.803649579721794
"Meganyctiphanes norvegica",10.4618702268278,0.0467019428692065,0.826092344196988
"Melamphaes lugubris",3.87529859015112,0.0493375085547272,0.862962955258983
"Melanostomias valdiviae",8.47931829038694,0.0198837793099334,0.915505536804047
"Merluccius productus",6.49748619084254,0.0486430765926478,0.837947923926827
"Microgadus proximus",5.14564093986688,0.0392537136292672,0.828784243988898
"Micromesistius poutassou",5.85376539042061,0.0598651604979582,0.834431124928461
"Microstomus pacificus",3.33606856229464,0.0486218254940133,0.828591254800021
"Monacoa grimaldii",2.98446575531221,0.0752736549566199,0.805703195279876
"Mugil cephalus",5.0959980008913,0.0391380383260703,0.808512337619012
"Mullus barbatus barbatus",4.6005071330474,0.0515865879636832,0.80913597911571
"Myctophum asperum",4.97091626580269,0.078439400184206,0.874563772895465
"Myctophum punctatum",5.26346682974158,0.0842604324122009,0.840052571499898
"Nannobrachium regale",5.85569241330535,0.0418980138519684,0.875994838700788
"Nannobrachium ritteri",5.21753816670108,0.0420774393121144,0.834909500490982
"Nansenia macrolepis",8.40076428191361,0.0691027183895802,0.904024322130029
"Natosquilla investigatoris",5.40096349542541,0.0474466444446711,0.808156730412995
"Nealotus tripes",8.06902625820124,0.0470653940063948,0.860026405521185
"Neoanchisquilla tuberculata",5.55795735591298,0.0390088718804772,0.8277189862258
"Neognathophausia gigas",7.99294090772674,0.0194400902853572,0.811398022800213
"Neognathophausia ingens",5.63277432649128,0.0236396225153992,0.816645968239178
"Nesiarchus nasutus",10.4612468650755,0.0300351913126785,0.87906096239527
"Notoscopelus kroyeri",6.25046550160721,0.0490769331693775,0.827485536438276
"Nyctiphanes australis",10.5048186765028,0.0424380305937707,0.830603351871416
"Octopoteuthis sicula",4.32859419033216,0.0725712424899676,0.459915021510759
"Octopus bimaculatus",4.44408165922352,0.0544349539609095,0.269818757528046
"Octopus vulgaris",6.50520517909255,0.0263079301509066,0.214655308351039
"Ocythoe tuberculata",4.32431861565924,0.0367497032079742,0.328540792686309
"Odontodactylus scyllarus",4.74495140708049,0.0440978146660678,0.757349043556213
"Ommastrephes bartramii",5.43985371164068,0.0444631878738816,0.761282086428217
"Omosudis lowii",4.93265216108913,0.0584555161744779,0.863521681715712
"Onychoteuthis banksii",4.89567531831975,0.04321980221303,0.788906647624305
"Onychoteuthis borealijaponica",5.51448267771059,0.0376700668718009,0.665533340197078
"Onykia loennbergii",5.31768720055736,0.0171098859566186,0.541527707572006
"Onykia robusta",7.59702024743419,0.0114076278052255,0.573442471067685
"Opisthoteuthis californiana",1.39463756201212,0.0853750685578265,0.792700772696385
"Oplophorus typus",5.89588604519325,0.0517846379690128,0.8586609976282
"Ornithoteuthis antillarum",5.90111926725182,0.0388268519032531,0.805734756594708
"Ornithoteuthis volatilis",6.13405588455912,0.037611929842542,0.805235460691636
"Ostracion cubicus",3.3018609841914,0.0562292798384199,0.711901524280422
"Palinurus mauritanicus",4.01477645492096,0.0330114041531213,0.849305753986266
"Paralepis coregonoides",9.11753676406396,0.0420292661291814,0.889706862308886
"Paralepis speciosa",9.41533838018793,0.0483594005680785,0.834346123854045
"Parapasiphae sulcatifrons",6.55043095224812,0.0167285363984211,0.840108606565698
"Parribacus antarcticus",2.02087105326165,0.0300846646404535,0.826315933518535
"Peprilus simillimus",2.67637526024364,0.039896518296757,0.743324372666674
"Peristedion gracile",7.00831660987058,0.0661433652812038,0.858836449279762
"Photonectes margarita",11.7264117647059,0.0231319612003739,0.782583977513473
"Platyscelus armatus",3.10386403779342,0.109729688296038,0.855740099944753
"Platyscelus serratulus",1.90921008077212,0.186856235473001,0.819778085013478
"Pleuroncodes planipes",2.74890108810733,0.076695823464348,0.881384669985547
"Pleuronichthys decurrens",2.17992144497205,0.0653012604649287,0.746755950455122
"Primno macropa",3.70957175022018,0.0491267042457699,0.854280552124258
"Protomyctophum crockeri",3.9392883880448,0.119638551907306,0.812920599191495
"Psenes pellucidus",3.04468773163937,0.0760476379354802,0.713196856621047
"Pseudevadne tergestina",1.62453712813478,0.0949881937048882,1
"Pteroctopus tetracirrhus",4.82976307604367,0.022015242262005,0.278256642571842
"Pterycombus petersii",2.96980060940887,0.0862317027331112,0.792372992516249
"Pterygioteuthis giardi",4.23567465052725,0.0776456036470682,0.640399640479303
"Pterygioteuthis microlampas",4.93426901451436,0.134293187001573,0.531265219678776
"Pyroteuthis margaritifera",4.9698656964139,0.0988345556016666,0.432954020577877
"Ranzania laevis",2.31997268915271,0.0510461357665357,0.933207867172914
"Rexea prometheoides",5.62502428817955,0.0618389041503701,0.860340121039915
"Rhinogobiops nicholsii",5.61690913542632,0.0534081222517407,0.793358591426083
"Robustosergia robusta",8.60495067970822,0.0279356180334047,0.690944163683456
"Sardina pilchardus",5.52412749794924,0.0494582661192675,0.815914191662073
"Sardinella aurita",5.27966750641171,0.0478082696597609,0.815625378346048
"Sardinops sagax",5.6477979743036,0.0483820286711635,0.834931517082039
"Scaeurgus unicirrhus",6.17286721864459,0.0138382451420089,0.222490923867793
"Scomber japonicus",5.27648163329221,0.054908579464867,0.847507569658184
"Scomber scombrus",5.5988379343569,0.0405641994153137,0.87977308096772
"Scomberesox saurus",10.3311636904401,0.0262177538627994,0.897564246511213
"Scombrolabrax heterolepis",5.05532478667329,0.0823463573003606,0.840498924498831
"Scopelarchus analis",7.79666322395798,0.0553915767145919,0.897950703040272
"Scopelogadus bispinosus",3.85897411764706,0.0443592445172871,0.792700772652774
"Scopelosaurus hoedti",12.4475841005471,0.0500598409184787,0.886146915633131
"Scyllarus arctus",3.76001132176856,0.0373931413000973,0.839270023685461
"Sebastes aleutianus",3.44813167281453,0.066079419193207,0.816623068821829
"Sebastes brevispinis",3.74810972555259,0.0555220631499954,0.825567017191471
"Sebastes diploproa",3.20009858931128,0.096231285478705,0.821099034572286
"Sebastes helvomaculatus",3.67718121552379,0.0887188039965689,0.812776151928417
"Sebastes maliger",2.55847714890812,0.128268692801878,1.47079120826414
"Sebastes miniatus",3.1598513936562,0.0647942449902524,0.78534665219502
"Sebastes proriger",3.98091485544002,0.0736096758688669,0.813559216125657
"Sebastes wilsoni",4.25181965637455,0.0949185405562745,0.821857164149424
"Sebastes zacentrus",3.50502083253311,0.0833197204195825,0.819017038602922
"Selene setapinnis",1.91948270710868,0.0734859333084277,0.726997409054857
"Sepietta oweniana",4.26313267099172,0.0814226216878224,0.453946114118484
"Spirula spirula",3.3937990573712,0.0594924604561882,0.581458962868577
"Spondyliosoma cantharus",2.88856809164636,0.0663142791092035,0.783087084371916
"Stenobrachius leucopsarus",5.64555456520043,0.0655351293399513,0.781457705446176
"Sternoptyx diaphana",1.63579611964388,0.121914176842539,0.73707954798368
"Sternoptyx obscura",1.59760858773949,0.130209556653056,0.768116527209641
"Sthenoteuthis oualaniensis",6.15359852076575,0.035734058029199,0.579006402567827
"Stigmatoteuthis dofleini",8.85496886007114,0.0368309997434481,0.268645999224192
"Stigmatoteuthis hoylei",6.15980761649445,0.050968722656712,0.276122126391205
"Streetsia challengeri",9.18011155706689,0.0117965713139551,1
"Strongylura exilis",18.1076610441128,0.0256648342771058,0.903840389806804
"Stylocheiron abbreviatum",8.26961922680291,0.0882143516693987,0.804455601057784
"Sudis hyalina",9.59635272287898,0.0451398212789234,0.880258498623057
"Symbolophorus barnardi",6.04778527444463,0.084093081805995,0.829524475572311
"Symbolophorus evermanni",5.69939860307993,0.0784734780154199,0.841584169970423
"Syngnathus californiensis",34.5803593403889,0.00678291814946619,1
"Systellaspis debilis",8.42589990803702,0.0253097464428363,0.859183753943344
"Taningia danae",5.35924831678219,0.0542373572825477,0.524351031100533
"Taractes asper",3.21183202285246,0.0783798511679819,0.73001008344281
"Tarletonbeania crenularis",5.1341670180892,0.0655478664524842,0.820391900815025
"Tetragonurus atlanticus",7.24017278915502,0.0483869077256095,0.847811199607507
"Tetragonurus cuvieri",7.03038592298802,0.033169196394893,0.864974547475142
"Teuthowenia megalops",5.12634433631194,0.103749234778993,0.639194148890172
"Thaleichthys pacificus",6.51127522425103,0.0309252386581621,0.809484301403514
"Themisto gaudichaudii",6.25356215453494,0.0840376199812439,0.710987936277947
"Thyrsitoides marleyi",9.67307911316473,0.0381516329395581,0.888746458914491
"Thysanoteuthis rhombus",5.12470139812295,0.0408813440276422,0.605999419252274
"Todarodes pacificus",6.96255135098816,0.0297150224484735,0.638791766780036
"Todarodes sagittatus",6.73534466250394,0.045715426856833,0.474768542405368
"Todaropsis eblanae",5.63507959542583,0.0438650302036472,0.483715895781049
"Trachinotus ovatus",3.41657197942979,0.0867147442540671,0.713113471899246
"Trachipterus trachypterus",7.87153747452638,0.0243140692848239,0.867575305124447
"Trachurus japonicus",4.57398775069812,0.0596583144287862,0.776671211645172
"Trachurus symmetricus",5.30219415600652,0.0577646710368977,0.801525786105415
"Trachurus trachurus",4.8924695405584,0.0638402681199028,0.82144819907875
"Tremoctopus gracilis",8.39142434506012,0.0183964482254796,0.17098433884444
"Tremoctopus violaceus",6.49987429003084,0.0462089931268043,0.209050599127472
"Triphoturus mexicanus",5.7750810354473,0.0596396598199934,0.840212201732717
"Vampyroteuthis infernalis",4.15852949529725,0.0516419598155347,0.414939715660567
"Vinciguerria lucetia",5.53218303463821,0.059529623388583,0.828798376516937
"Walvisteuthis rancureli",5.63000781823782,0.021053118832505,0.468432946047964
