ID,prey_class,prey_order,prey_family,prey_sp,prey_common,energy_density,percent_protein,percent_lipid
301,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5,16.8,4.4
302,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.9,17,6.8
303,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,8.5,16.6,14.3
304,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.8,17.3,17.3
305,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.4,17,16.4
306,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.7,16.1,20.4
307,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,6.24,18.3,7.04
308,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,8.04,15.84,13.33
309,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,8.64,15.48,15.18
310,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.56,15.45,6.75
311,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.62,15.09,7.1
312,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.95,14.21,5.74
313,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.59,15.53,20.51
314,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.04,15.21,15.87
315,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.95,16.77,7.09
316,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.46,15.15,17.6
317,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,13.3
318,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,4.4
319,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,6.6944,NA,NA
320,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.4392,NA,NA
321,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,6.276,NA,NA
322,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.4392,NA,NA
323,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.6024,NA,NA
324,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.4392,NA,NA
325,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,6.276,NA,NA
326,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.6024,NA,NA
327,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.4392,NA,NA
328,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.184,NA,NA
329,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.6232,NA,NA
330,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,13.8072,NA,NA
331,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.2048,NA,NA
332,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,12.1336,NA,NA
333,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,12.1336,NA,NA
334,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,13.8072,NA,NA
335,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.46,NA,NA
336,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,12.552,NA,NA
337,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,12.552,NA,NA
338,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.8784,NA,NA
339,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,3.431,12.1,1.43
340,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.7,NA,NA
341,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,8,NA,NA
342,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.4,NA,NA
343,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.6,NA,NA
344,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.7,NA,NA
345,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.7,NA,NA
346,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.1,NA,NA
347,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.2,NA,NA
348,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.4,NA,NA
349,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.4,NA,NA
350,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.2,NA,NA
351,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.4,NA,NA
352,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.7,NA,NA
353,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.1,NA,NA
354,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.1,NA,NA
355,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.3,NA,NA
356,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.6,NA,NA
357,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.8,NA,NA
358,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.6,NA,NA
359,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,6,NA,NA
360,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.4,NA,NA
361,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5,NA,NA
362,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.8,NA,NA
363,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.2,NA,NA
364,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,3.9,NA,NA
365,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,2.6,NA,NA
366,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,3.1,NA,NA
367,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.5,NA,NA
368,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.6,NA,NA
369,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.6,NA,NA
370,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.4,NA,NA
371,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.3,NA,NA
372,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,2.5,NA,NA
373,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,3.5,NA,NA
374,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.5,NA,NA
375,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,4.6,NA,NA
376,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.9,NA,NA
377,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,5.5,NA,NA
378,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,20,5.1
379,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,18.5,12.2
380,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,16.3,18
381,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,8.4,14.9,12.5
382,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,8,12.4,12.9
383,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.1,16.5,13.1
384,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.1,16,13.6
385,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.4,16.7,13.9
386,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.8,13.2,17.2
387,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.3,16.9,16.1
388,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.1,15.9,16.3
389,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.1,15.2,16.7
390,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.3,15.9,16.8
391,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.4,15.1,17.6
392,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.1,13.9,14.8
393,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.7,17.6,16.8
394,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.1,15.2,16.7
395,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.8,15,15.9
396,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.4,15.2,14.9
397,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10.4,15.5,17.1
398,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.9,14.6,16.4
399,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,9.9,14.2,16.8
400,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,10,15,16.5
401,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,8
402,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,8.1
403,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,6.4
404,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,5.1
405,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,5.2
406,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,3.3
407,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,6.36
408,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,2.02
409,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,3.13
410,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,3.38
411,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,7.59
412,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,Pacific herring,NA,NA,5.65
413,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,4.5
414,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,5
415,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,5.8
416,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,6
417,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,6.6
418,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,5.2
419,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,3.1
420,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,2.6
421,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,2.8
422,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,3
423,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,3.7
424,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,4.7
425,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,7.2
426,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,7.1
427,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,4.5
428,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,3.7
429,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,1.8
430,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,2.2
431,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,3.7
432,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,6
433,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,7
434,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,17.7,13.73
435,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,17.81,13.3
436,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,18.33,18.6
437,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,17.04,19.87
438,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,16.64,21.02
439,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,16.32,19.38
440,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,17.18,18.68
441,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,5.5,17.9,2.2
442,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,9.2,17.1,12.9
443,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,9.08,NA,12.4
444,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,8.17
445,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,17.24
446,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,20.38
447,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,19.27
448,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,NA
449,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,NA
450,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,NA
451,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,NA
452,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,NA
453,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,NA
454,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,Pacific sardine,NA,NA,NA
455,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,6.35,13.8,10.7
456,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,NA
457,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,5.15,NA,NA
458,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,NA
459,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,NA
460,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,NA
461,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,NA
462,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,NA
463,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,NA
464,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,NA
465,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,5.48,NA,4.8
466,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,9.58,NA,NA
467,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,6.6,NA,NA
468,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,0.92
469,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,9.73
470,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,4.91
471,Actinopterygii,Clupeiformes,Engraulidae,Engraulis mordax,California anchovy,NA,NA,5.68
472,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,3.45,NA,NA
473,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,NA,NA,2.7
474,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,NA,NA,2.2
475,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,3.04,NA,1.14595
476,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,3.16,NA,0.72373
477,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,NA,NA,1.2
478,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,NA,NA,1.6
479,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,NA,NA,1.3
480,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,2.7,8.8,3.9
481,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,4.7,12.3,4.3
482,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,4.6,11.7,4.5
483,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,4.7,11.7,4.7
484,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,Pacific tomcod,4.3,10.3,4.6
485,Actinopterygii,Gadiformes,Merlucciidae,Merluccius productus,North Pacific hake,3.77,14.5,3.6
486,Actinopterygii,Gadiformes,Merlucciidae,Merluccius productus,North Pacific hake,NA,11.6,1.3
487,Actinopterygii,Gadiformes,Merlucciidae,Merluccius productus,North Pacific hake,3.77,NA,1.3
488,Actinopterygii,Gadiformes,Merlucciidae,Merluccius productus,North Pacific hake,6.15048,NA,NA
489,Actinopterygii,Gadiformes,Merlucciidae,Merluccius productus,North Pacific hake,NA,21,NA
490,Actinopterygii,Gadiformes,Merlucciidae,Merluccius productus,North Pacific hake,NA,16.1,2.5
491,Actinopterygii,Gadiformes,Merlucciidae,Merluccius productus,North Pacific hake,2.594,9.913,0.595
492,Actinopterygii,Lampriformes,Trachipteridae,Desmodema polystictum,polka-dot ribonfish,NA,NA,NA
493,Actinopterygii,Lampriformes,Trachipteridae,Trachipterus trachypterus,Mediterranean dealfish,NA,NA,NA
494,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus townsendi,dogtooth lampfish,NA,NA,9.2
495,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus townsendi,dogtooth lampfish,NA,NA,9.6
496,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus townsendi,dogtooth lampfish,NA,NA,7.6
497,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus townsendi,dogtooth lampfish,5.67,9.3,9.4
498,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus townsendi,dogtooth lampfish,9.39,9.7,19.3
499,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus townsendi,dogtooth lampfish,6.41,8.6,11.9
500,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,8.57,12.2,16.4
501,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,NA,7.1
502,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,NA,7.8
503,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,NA,7
504,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,NA,4.8
505,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,NA,11.5
506,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,NA,15.8
507,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,NA,3.5
508,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,NA,11.5
509,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,12.6,NA
510,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,12.13,10.7,24.2
511,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,6.67,NA,NA
512,Actinopterygii,Myctophiformes,Myctophidae,Diaphus theta,California headlightfish,NA,10.756,NA
513,Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus mexicanus,lanterfish,NA,NA,NA
514,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium regale,pinpoint lampfish,7.6,11.8,12.1
515,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,5.66,9.2,9.5
516,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,7.96,9.7,15.5
517,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,9.2,10.3,18.5
518,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,NA,NA,14.2
519,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,NA,NA,15.4
520,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,NA,NA,6
521,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,NA,NA,11.7
522,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,6.937,11.6,12.1825
523,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,broadfin lampfish,NA,7.211,NA
524,Actinopterygii,Myctophiformes,Myctophidae,Protomyctophum crockeri,California flashlightfish,NA,NA,5.2
525,Actinopterygii,Myctophiformes,Myctophidae,Protomyctophum crockeri,California flashlightfish,NA,NA,1.4
526,Actinopterygii,Myctophiformes,Myctophidae,Protomyctophum crockeri,California flashlightfish,NA,NA,4.6
527,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,7.38,10.6,13.1
528,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,NA,NA,17.3
529,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,8.54,NA,NA
530,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,NA,NA,15.6
531,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,NA,NA,15.7
532,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,NA,NA,18.7
533,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,7.97,10.7,13.7
534,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,10.59,12.6,19.1
535,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,NA,10.802,NA
536,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius leucopsarus,northern lampfish,9.324,NA,16.919397
537,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,4.26,13.5,3.8
538,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,NA,NA,2.6
539,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,NA,NA,3.6
540,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,NA,NA,3
541,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,NA,NA,2.1
542,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,NA,NA,4.1
543,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,NA,14.058,NA
544,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,3.75,NA,NA
545,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania crenularis,blue lanternfish,5.37,NA,NA
546,Actinopterygii,Myctophiformes,Myctophidae,Triphoturus mexicanus,Mexican lampfish,6.99,8.8,13
547,Actinopterygii,Myctophiformes,Myctophidae,Triphoturus mexicanus,Mexican lampfish,NA,NA,13
548,Actinopterygii,Myctophiformes,Myctophidae,Triphoturus mexicanus,Mexican lampfish,NA,NA,8.4
549,Actinopterygii,Myctophiformes,Myctophidae,Triphoturus mexicanus,Mexican lampfish,NA,NA,13.5
550,Actinopterygii,Myctophiformes,Myctophidae,Triphoturus mexicanus,Mexican lampfish,NA,NA,13.3
551,Actinopterygii,Myctophiformes,Myctophidae,Triphoturus mexicanus,Mexican lampfish,NA,NA,14.5
552,Actinopterygii,Ophidiiformes,Ophdiidae,Chilara taylori,spotted cusk-eel,3.39,NA,NA
553,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,7.49,NA,14.5
554,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,19
555,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
556,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.88,NA,NA
557,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.7,NA,NA
